0 qid:20001 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-1, Ample, ACS, combine: 1
0 qid:20058 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-58, Zoltar, jKali, combine: 328
0 qid:20058 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-58, Zoltar, jMutRepair, combine: 329
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ample, ACS, combine: 1
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ample, Nopol, combine: 2
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ample, SimFix, combine: 3
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Ample, TBar, combine: 4
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ample, jGenProg, combine: 5
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ample, jKali, combine: 6
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ample, jMutRepair, combine: 7
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Anderberg, ACS, combine: 8
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Anderberg, Nopol, combine: 9
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Anderberg, SimFix, combine: 10
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Anderberg, TBar, combine: 11
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Anderberg, jGenProg, combine: 12
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Anderberg, jKali, combine: 13
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Anderberg, jMutRepair, combine: 14
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, ArithmeticMean, ACS, combine: 15
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, ArithmeticMean, Nopol, combine: 16
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, ArithmeticMean, SimFix, combine: 17
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, ArithmeticMean, TBar, combine: 18
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, ArithmeticMean, jGenProg, combine: 19
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, ArithmeticMean, jKali, combine: 20
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, ArithmeticMean, jMutRepair, combine: 21
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, BaroniUrbaniBuser, ACS, combine: 22
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, BaroniUrbaniBuser, Nopol, combine: 23
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, BaroniUrbaniBuser, SimFix, combine: 24
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, BaroniUrbaniBuser, TBar, combine: 25
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, BaroniUrbaniBuser, jGenProg, combine: 26
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, BaroniUrbaniBuser, jKali, combine: 27
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, BaroniUrbaniBuser, jMutRepair, combine: 28
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, BraunBanqust, ACS, combine: 29
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, BraunBanqust, Nopol, combine: 30
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, BraunBanqust, SimFix, combine: 31
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, BraunBanqust, TBar, combine: 32
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, BraunBanqust, jGenProg, combine: 33
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, BraunBanqust, jKali, combine: 34
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, BraunBanqust, jMutRepair, combine: 35
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Cohen, ACS, combine: 36
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Cohen, Nopol, combine: 37
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Cohen, SimFix, combine: 38
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Cohen, TBar, combine: 39
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Cohen, jGenProg, combine: 40
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Cohen, jKali, combine: 41
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Cohen, jMutRepair, combine: 42
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dennis, ACS, combine: 43
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dennis, Nopol, combine: 44
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dennis, SimFix, combine: 45
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Dennis, TBar, combine: 46
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dennis, jGenProg, combine: 47
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dennis, jKali, combine: 48
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dennis, jMutRepair, combine: 49
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dice, ACS, combine: 50
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dice, Nopol, combine: 51
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dice, SimFix, combine: 52
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Dice, TBar, combine: 53
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dice, jGenProg, combine: 54
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dice, jKali, combine: 55
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dice, jMutRepair, combine: 56
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dstar, ACS, combine: 57
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dstar, Nopol, combine: 58
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dstar, SimFix, combine: 59
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Dstar, TBar, combine: 60
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dstar, jGenProg, combine: 61
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dstar, jKali, combine: 62
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Dstar, jMutRepair, combine: 63
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Euclid, ACS, combine: 64
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Euclid, Nopol, combine: 65
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Euclid, SimFix, combine: 66
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Euclid, TBar, combine: 67
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Euclid, jGenProg, combine: 68
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Euclid, jKali, combine: 69
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Euclid, jMutRepair, combine: 70
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Fleiss, ACS, combine: 71
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Fleiss, Nopol, combine: 72
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Fleiss, SimFix, combine: 73
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Fleiss, TBar, combine: 74
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Fleiss, jGenProg, combine: 75
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Fleiss, jKali, combine: 76
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Fleiss, jMutRepair, combine: 77
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Fossum, ACS, combine: 78
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Fossum, Nopol, combine: 79
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Fossum, SimFix, combine: 80
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Fossum, TBar, combine: 81
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Fossum, jGenProg, combine: 82
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Fossum, jKali, combine: 83
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Fossum, jMutRepair, combine: 84
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Goodman, ACS, combine: 85
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Goodman, Nopol, combine: 86
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Goodman, SimFix, combine: 87
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Goodman, TBar, combine: 88
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Goodman, jGenProg, combine: 89
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Goodman, jKali, combine: 90
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Goodman, jMutRepair, combine: 91
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Gower, ACS, combine: 92
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Gower, Nopol, combine: 93
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Gower, SimFix, combine: 94
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Gower, TBar, combine: 95
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Gower, jGenProg, combine: 96
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Gower, jKali, combine: 97
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Gower, jMutRepair, combine: 98
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, GP13, ACS, combine: 99
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, GP13, Nopol, combine: 100
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, GP13, SimFix, combine: 101
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, GP13, TBar, combine: 102
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, GP13, jGenProg, combine: 103
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, GP13, jKali, combine: 104
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, GP13, jMutRepair, combine: 105
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Hamann, ACS, combine: 106
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Hamann, Nopol, combine: 107
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Hamann, SimFix, combine: 108
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Hamann, TBar, combine: 109
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Hamann, jGenProg, combine: 110
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Hamann, jKali, combine: 111
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Hamann, jMutRepair, combine: 112
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Hamming, ACS, combine: 113
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Hamming, Nopol, combine: 114
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Hamming, SimFix, combine: 115
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Hamming, TBar, combine: 116
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Hamming, jGenProg, combine: 117
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Hamming, jKali, combine: 118
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Hamming, jMutRepair, combine: 119
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, HarmonicMean, ACS, combine: 120
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, HarmonicMean, Nopol, combine: 121
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, HarmonicMean, SimFix, combine: 122
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, HarmonicMean, TBar, combine: 123
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, HarmonicMean, jGenProg, combine: 124
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, HarmonicMean, jKali, combine: 125
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, HarmonicMean, jMutRepair, combine: 126
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Jaccard, ACS, combine: 127
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Jaccard, Nopol, combine: 128
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Jaccard, SimFix, combine: 129
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Jaccard, TBar, combine: 130
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Jaccard, jGenProg, combine: 131
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Jaccard, jKali, combine: 132
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Jaccard, jMutRepair, combine: 133
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Kulczynski1, ACS, combine: 134
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Kulczynski1, Nopol, combine: 135
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Kulczynski1, SimFix, combine: 136
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Kulczynski1, TBar, combine: 137
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Kulczynski1, jGenProg, combine: 138
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Kulczynski1, jKali, combine: 139
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Kulczynski1, jMutRepair, combine: 140
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Kulczynskil2, ACS, combine: 141
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Kulczynskil2, Nopol, combine: 142
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Kulczynskil2, SimFix, combine: 143
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Kulczynskil2, TBar, combine: 144
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Kulczynskil2, jGenProg, combine: 145
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Kulczynskil2, jKali, combine: 146
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Kulczynskil2, jMutRepair, combine: 147
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, M1, ACS, combine: 148
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, M1, Nopol, combine: 149
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, M1, SimFix, combine: 150
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, M1, TBar, combine: 151
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, M1, jGenProg, combine: 152
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, M1, jKali, combine: 153
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, M1, jMutRepair, combine: 154
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, M2, ACS, combine: 155
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, M2, Nopol, combine: 156
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, M2, SimFix, combine: 157
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, M2, TBar, combine: 158
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, M2, jGenProg, combine: 159
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, M2, jKali, combine: 160
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, M2, jMutRepair, combine: 161
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Michael, ACS, combine: 162
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Michael, Nopol, combine: 163
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Michael, SimFix, combine: 164
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Michael, TBar, combine: 165
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Michael, jGenProg, combine: 166
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Michael, jKali, combine: 167
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Michael, jMutRepair, combine: 168
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Mountford, ACS, combine: 169
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Mountford, Nopol, combine: 170
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Mountford, SimFix, combine: 171
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Mountford, TBar, combine: 172
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Mountford, jGenProg, combine: 173
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Mountford, jKali, combine: 174
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Mountford, jMutRepair, combine: 175
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ochiai, ACS, combine: 176
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ochiai, Nopol, combine: 177
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ochiai, SimFix, combine: 178
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Ochiai, TBar, combine: 179
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ochiai, jGenProg, combine: 180
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ochiai, jKali, combine: 181
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ochiai, jMutRepair, combine: 182
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ochiai2, ACS, combine: 183
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ochiai2, Nopol, combine: 184
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ochiai2, SimFix, combine: 185
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Ochiai2, TBar, combine: 186
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ochiai2, jGenProg, combine: 187
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ochiai2, jKali, combine: 188
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Ochiai2, jMutRepair, combine: 189
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Optimal, ACS, combine: 190
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Optimal, Nopol, combine: 191
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Optimal, SimFix, combine: 192
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Optimal, TBar, combine: 193
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Optimal, jGenProg, combine: 194
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Optimal, jKali, combine: 195
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Optimal, jMutRepair, combine: 196
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, OptimalP, ACS, combine: 197
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, OptimalP, Nopol, combine: 198
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, OptimalP, SimFix, combine: 199
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, OptimalP, TBar, combine: 200
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, OptimalP, jGenProg, combine: 201
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, OptimalP, jKali, combine: 202
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, OptimalP, jMutRepair, combine: 203
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Overlap, ACS, combine: 204
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Overlap, Nopol, combine: 205
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Overlap, SimFix, combine: 206
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Overlap, TBar, combine: 207
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Overlap, jGenProg, combine: 208
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Overlap, jKali, combine: 209
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Overlap, jMutRepair, combine: 210
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Phi, ACS, combine: 211
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Phi, Nopol, combine: 212
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Phi, SimFix, combine: 213
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Phi, TBar, combine: 214
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Phi, jGenProg, combine: 215
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Phi, jKali, combine: 216
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Phi, jMutRepair, combine: 217
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Pierce, ACS, combine: 218
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Pierce, Nopol, combine: 219
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Pierce, SimFix, combine: 220
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Pierce, TBar, combine: 221
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Pierce, jGenProg, combine: 222
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Pierce, jKali, combine: 223
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Pierce, jMutRepair, combine: 224
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, RogersTanimoto, ACS, combine: 225
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, RogersTanimoto, Nopol, combine: 226
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, RogersTanimoto, SimFix, combine: 227
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, RogersTanimoto, TBar, combine: 228
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, RogersTanimoto, jGenProg, combine: 229
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, RogersTanimoto, jKali, combine: 230
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, RogersTanimoto, jMutRepair, combine: 231
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Rogot1, ACS, combine: 232
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Rogot1, Nopol, combine: 233
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Rogot1, SimFix, combine: 234
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Rogot1, TBar, combine: 235
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Rogot1, jGenProg, combine: 236
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Rogot1, jKali, combine: 237
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Rogot1, jMutRepair, combine: 238
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Rogot2, ACS, combine: 239
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Rogot2, Nopol, combine: 240
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Rogot2, SimFix, combine: 241
2 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:1 #closure-59, Rogot2, TBar, combine: 242
0 qid:20059 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-59, Rogot2, jGenProg, combine: 243
