10001 Q0 chart-1, Ample, ACS, combine: 1 1 0.46212 indri
10015 Q0 chart-15, OptimalP, Nopol, combine: 198 198 0.46212 indri
10015 Q0 chart-15, OptimalP, SimFix, combine: 199 199 0.46212 indri
10015 Q0 chart-15, OptimalP, TBar, combine: 200 200 0.46212 indri
10015 Q0 chart-15, OptimalP, jGenProg, combine: 201 201 0.46212 indri
10015 Q0 chart-15, OptimalP, jKali, combine: 202 202 0.46212 indri
10015 Q0 chart-15, OptimalP, jMutRepair, combine: 203 203 0.46212 indri
10015 Q0 chart-15, Overlap, ACS, combine: 204 204 0.46212 indri
10015 Q0 chart-15, Overlap, Nopol, combine: 205 205 0.46212 indri
10015 Q0 chart-15, Overlap, SimFix, combine: 206 206 0.46212 indri
10015 Q0 chart-15, Overlap, TBar, combine: 207 207 0.46212 indri
10015 Q0 chart-15, Overlap, jGenProg, combine: 208 208 0.46212 indri
10015 Q0 chart-15, Overlap, jKali, combine: 209 209 0.46212 indri
10015 Q0 chart-15, Overlap, jMutRepair, combine: 210 210 0.46212 indri
10015 Q0 chart-15, Phi, ACS, combine: 211 211 0.46212 indri
10015 Q0 chart-15, Phi, Nopol, combine: 212 212 0.46212 indri
10015 Q0 chart-15, Phi, SimFix, combine: 213 213 0.46212 indri
10015 Q0 chart-15, Phi, TBar, combine: 214 214 0.46212 indri
10015 Q0 chart-15, Phi, jGenProg, combine: 215 215 0.46212 indri
10015 Q0 chart-15, Phi, jKali, combine: 216 216 0.46212 indri
10015 Q0 chart-15, Phi, jMutRepair, combine: 217 217 0.46212 indri
10015 Q0 chart-15, Pierce, ACS, combine: 218 218 0.46212 indri
10015 Q0 chart-15, Pierce, Nopol, combine: 219 219 0.46212 indri
10015 Q0 chart-15, Pierce, SimFix, combine: 220 220 0.46212 indri
10015 Q0 chart-15, Pierce, TBar, combine: 221 221 0.46212 indri
10015 Q0 chart-15, Pierce, jGenProg, combine: 222 222 0.46212 indri
10015 Q0 chart-15, Pierce, jKali, combine: 223 223 0.46212 indri
10015 Q0 chart-15, Pierce, jMutRepair, combine: 224 224 0.46212 indri
10015 Q0 chart-15, RogersTanimoto, ACS, combine: 225 225 0.46212 indri
10015 Q0 chart-15, RogersTanimoto, Nopol, combine: 226 226 0.46212 indri
10015 Q0 chart-15, RogersTanimoto, SimFix, combine: 227 227 0.46212 indri
10015 Q0 chart-15, RogersTanimoto, TBar, combine: 228 228 0.46212 indri
10015 Q0 chart-15, RogersTanimoto, jGenProg, combine: 229 229 0.46212 indri
10015 Q0 chart-15, RogersTanimoto, jKali, combine: 230 230 0.46212 indri
10015 Q0 chart-15, RogersTanimoto, jMutRepair, combine: 231 231 0.46212 indri
10015 Q0 chart-15, Rogot1, ACS, combine: 232 232 0.46212 indri
10015 Q0 chart-15, Rogot1, Nopol, combine: 233 233 0.46212 indri
10015 Q0 chart-15, Rogot1, SimFix, combine: 234 234 0.46212 indri
10015 Q0 chart-15, Rogot1, TBar, combine: 235 235 0.46212 indri
10015 Q0 chart-15, Rogot1, jGenProg, combine: 236 236 0.46212 indri
10015 Q0 chart-15, Rogot1, jKali, combine: 237 237 0.46212 indri
10015 Q0 chart-15, Rogot1, jMutRepair, combine: 238 238 0.46212 indri
10015 Q0 chart-15, Rogot2, ACS, combine: 239 239 0.46212 indri
10015 Q0 chart-15, Rogot2, Nopol, combine: 240 240 0.46212 indri
10015 Q0 chart-15, Rogot2, SimFix, combine: 241 241 0.46212 indri
10015 Q0 chart-15, Rogot2, TBar, combine: 242 242 0.46212 indri
10015 Q0 chart-15, Rogot2, jGenProg, combine: 243 243 0.46212 indri
10015 Q0 chart-15, Rogot2, jKali, combine: 244 244 0.46212 indri
10015 Q0 chart-15, Rogot2, jMutRepair, combine: 245 245 0.46212 indri
10015 Q0 chart-15, RussellRao, ACS, combine: 246 246 0.46212 indri
10015 Q0 chart-15, RussellRao, Nopol, combine: 247 247 0.46212 indri
10015 Q0 chart-15, RussellRao, SimFix, combine: 248 248 0.46212 indri
10015 Q0 chart-15, RussellRao, TBar, combine: 249 249 0.46212 indri
10015 Q0 chart-15, RussellRao, jGenProg, combine: 250 250 0.46212 indri
10015 Q0 chart-15, RussellRao, jKali, combine: 251 251 0.46212 indri
10015 Q0 chart-15, RussellRao, jMutRepair, combine: 252 252 0.46212 indri
10015 Q0 chart-15, SBI, ACS, combine: 253 253 0.46212 indri
10015 Q0 chart-15, SBI, Nopol, combine: 254 254 0.46212 indri
10015 Q0 chart-15, SBI, SimFix, combine: 255 255 0.46212 indri
10015 Q0 chart-15, SBI, TBar, combine: 256 256 0.46212 indri
10015 Q0 chart-15, SBI, jGenProg, combine: 257 257 0.46212 indri
10015 Q0 chart-15, SBI, jKali, combine: 258 258 0.46212 indri
10015 Q0 chart-15, SBI, jMutRepair, combine: 259 259 0.46212 indri
10015 Q0 chart-15, Scott, ACS, combine: 260 260 0.46212 indri
10015 Q0 chart-15, Scott, Nopol, combine: 261 261 0.46212 indri
10015 Q0 chart-15, Scott, SimFix, combine: 262 262 0.46212 indri
10015 Q0 chart-15, Scott, TBar, combine: 263 263 0.46212 indri
10015 Q0 chart-15, Scott, jGenProg, combine: 264 264 0.46212 indri
10015 Q0 chart-15, Scott, jKali, combine: 265 265 0.46212 indri
10015 Q0 chart-15, Scott, jMutRepair, combine: 266 266 0.46212 indri
10015 Q0 chart-15, SimpleMatching, ACS, combine: 267 267 0.46212 indri
10015 Q0 chart-15, SimpleMatching, Nopol, combine: 268 268 0.46212 indri
10015 Q0 chart-15, SimpleMatching, SimFix, combine: 269 269 0.46212 indri
10015 Q0 chart-15, SimpleMatching, TBar, combine: 270 270 0.46212 indri
10015 Q0 chart-15, SimpleMatching, jGenProg, combine: 271 271 0.46212 indri
10015 Q0 chart-15, SimpleMatching, jKali, combine: 272 272 0.46212 indri
10015 Q0 chart-15, SimpleMatching, jMutRepair, combine: 273 273 0.46212 indri
10015 Q0 chart-15, Sokal, ACS, combine: 274 274 0.46212 indri
10015 Q0 chart-15, Sokal, Nopol, combine: 275 275 0.46212 indri
10015 Q0 chart-15, Sokal, SimFix, combine: 276 276 0.46212 indri
10015 Q0 chart-15, Sokal, TBar, combine: 277 277 0.46212 indri
10015 Q0 chart-15, Sokal, jGenProg, combine: 278 278 0.46212 indri
10015 Q0 chart-15, Sokal, jKali, combine: 279 279 0.46212 indri
10015 Q0 chart-15, Sokal, jMutRepair, combine: 280 280 0.46212 indri
10015 Q0 chart-15, SorensenDice, ACS, combine: 281 281 0.46212 indri
10015 Q0 chart-15, SorensenDice, Nopol, combine: 282 282 0.46212 indri
10015 Q0 chart-15, SorensenDice, SimFix, combine: 283 283 0.46212 indri
10015 Q0 chart-15, SorensenDice, TBar, combine: 284 284 0.46212 indri
10015 Q0 chart-15, SorensenDice, jGenProg, combine: 285 285 0.46212 indri
10015 Q0 chart-15, SorensenDice, jKali, combine: 286 286 0.46212 indri
10015 Q0 chart-15, SorensenDice, jMutRepair, combine: 287 287 0.46212 indri
10015 Q0 chart-15, Tarantula, ACS, combine: 288 288 0.46212 indri
10015 Q0 chart-15, Tarantula, Nopol, combine: 289 289 0.46212 indri
10015 Q0 chart-15, Tarantula, SimFix, combine: 290 290 0.46212 indri
10015 Q0 chart-15, Tarantula, TBar, combine: 291 291 0.46212 indri
10015 Q0 chart-15, Tarantula, jGenProg, combine: 292 292 0.46212 indri
10015 Q0 chart-15, Tarantula, jKali, combine: 293 293 0.46212 indri
10015 Q0 chart-15, Tarantula, jMutRepair, combine: 294 294 0.46212 indri
10015 Q0 chart-15, Tarwid, ACS, combine: 295 295 0.46212 indri
10015 Q0 chart-15, Tarwid, Nopol, combine: 296 296 0.46212 indri
10015 Q0 chart-15, Tarwid, SimFix, combine: 297 297 0.46212 indri
10015 Q0 chart-15, Tarwid, TBar, combine: 298 298 0.46212 indri
10015 Q0 chart-15, Tarwid, jGenProg, combine: 299 299 0.46212 indri
10015 Q0 chart-15, Tarwid, jKali, combine: 300 300 0.46212 indri
10015 Q0 chart-15, Tarwid, jMutRepair, combine: 301 301 0.46212 indri
10015 Q0 chart-15, Wong1, ACS, combine: 302 302 0.46212 indri
10015 Q0 chart-15, Wong1, Nopol, combine: 303 303 0.46212 indri
10015 Q0 chart-15, Wong1, SimFix, combine: 304 304 0.46212 indri
10015 Q0 chart-15, Wong1, TBar, combine: 305 305 0.46212 indri
10015 Q0 chart-15, Wong1, jGenProg, combine: 306 306 0.46212 indri
10015 Q0 chart-15, Wong1, jKali, combine: 307 307 0.46212 indri
10015 Q0 chart-15, Wong1, jMutRepair, combine: 308 308 0.46212 indri
10015 Q0 chart-15, Wong2, ACS, combine: 309 309 0.46212 indri
10015 Q0 chart-15, Wong2, Nopol, combine: 310 310 0.46212 indri
10015 Q0 chart-15, Wong2, SimFix, combine: 311 311 0.46212 indri
10015 Q0 chart-15, Wong2, TBar, combine: 312 312 0.46212 indri
10015 Q0 chart-15, Wong2, jGenProg, combine: 313 313 0.46212 indri
10015 Q0 chart-15, Wong2, jKali, combine: 314 314 0.46212 indri
10015 Q0 chart-15, Wong2, jMutRepair, combine: 315 315 0.46212 indri
10015 Q0 chart-15, Wong3, ACS, combine: 316 316 0.46212 indri
10015 Q0 chart-15, Wong3, Nopol, combine: 317 317 0.46212 indri
10015 Q0 chart-15, Wong3, SimFix, combine: 318 318 0.46212 indri
10015 Q0 chart-15, Wong3, TBar, combine: 319 319 0.46212 indri
10015 Q0 chart-15, Wong3, jGenProg, combine: 320 320 0.46212 indri
10015 Q0 chart-15, Wong3, jKali, combine: 321 321 0.46212 indri
10015 Q0 chart-15, Wong3, jMutRepair, combine: 322 322 0.46212 indri
10015 Q0 chart-15, Zoltar, ACS, combine: 323 323 0.46212 indri
10015 Q0 chart-15, Zoltar, Nopol, combine: 324 324 0.46212 indri
10015 Q0 chart-15, Zoltar, SimFix, combine: 325 325 0.46212 indri
10015 Q0 chart-15, Zoltar, TBar, combine: 326 326 0.46212 indri
10015 Q0 chart-15, Zoltar, jGenProg, combine: 327 327 0.46212 indri
10015 Q0 chart-15, Zoltar, jKali, combine: 328 328 0.46212 indri
10015 Q0 chart-15, Zoltar, jMutRepair, combine: 329 329 0.46212 indri
10016 Q0 chart-16, Ample, ACS, combine: 1 1 0.46212 indri
10016 Q0 chart-16, Ample, Nopol, combine: 2 2 0.46212 indri
10016 Q0 chart-16, Ample, SimFix, combine: 3 3 0.46212 indri
10016 Q0 chart-16, Ample, TBar, combine: 4 4 0.46212 indri
10016 Q0 chart-16, Ample, jGenProg, combine: 5 5 0.46212 indri
10016 Q0 chart-16, Ample, jKali, combine: 6 6 0.46212 indri
10016 Q0 chart-16, Ample, jMutRepair, combine: 7 7 0.46212 indri
10016 Q0 chart-16, Pierce, ACS, combine: 218 8 0.46212 indri
10016 Q0 chart-16, Pierce, Nopol, combine: 219 9 0.46212 indri
10016 Q0 chart-16, Pierce, SimFix, combine: 220 10 0.46212 indri
10016 Q0 chart-16, Pierce, TBar, combine: 221 11 0.46212 indri
10016 Q0 chart-16, Pierce, jGenProg, combine: 222 12 0.46212 indri
10016 Q0 chart-16, Pierce, jKali, combine: 223 13 0.46212 indri
10016 Q0 chart-16, Pierce, jMutRepair, combine: 224 14 0.46212 indri
10016 Q0 chart-16, Wong3, ACS, combine: 316 15 0.46212 indri
10016 Q0 chart-16, Wong3, Nopol, combine: 317 16 0.46212 indri
10016 Q0 chart-16, Wong3, SimFix, combine: 318 17 0.46212 indri
10016 Q0 chart-16, Wong3, TBar, combine: 319 18 0.46212 indri
10016 Q0 chart-16, Wong3, jGenProg, combine: 320 19 0.46212 indri
10016 Q0 chart-16, Wong3, jKali, combine: 321 20 0.46212 indri
10016 Q0 chart-16, Wong3, jMutRepair, combine: 322 21 0.46212 indri
10016 Q0 chart-16, Zoltar, ACS, combine: 323 22 0.46212 indri
10016 Q0 chart-16, Zoltar, Nopol, combine: 324 23 0.46212 indri
10016 Q0 chart-16, Zoltar, SimFix, combine: 325 24 0.46212 indri
10016 Q0 chart-16, Zoltar, TBar, combine: 326 25 0.46212 indri
10016 Q0 chart-16, Zoltar, jGenProg, combine: 327 26 0.46212 indri
10016 Q0 chart-16, Zoltar, jKali, combine: 328 27 0.46212 indri
10016 Q0 chart-16, Zoltar, jMutRepair, combine: 329 28 0.46212 indri
10016 Q0 chart-16, Anderberg, ACS, combine: 8 29 0.46009 indri
10016 Q0 chart-16, Anderberg, Nopol, combine: 9 30 0.46009 indri
10016 Q0 chart-16, Anderberg, SimFix, combine: 10 31 0.46009 indri
10016 Q0 chart-16, Anderberg, TBar, combine: 11 32 0.46009 indri
10016 Q0 chart-16, Anderberg, jGenProg, combine: 12 33 0.46009 indri
10016 Q0 chart-16, Anderberg, jKali, combine: 13 34 0.46009 indri
10016 Q0 chart-16, Anderberg, jMutRepair, combine: 14 35 0.46009 indri
10016 Q0 chart-16, ArithmeticMean, ACS, combine: 15 36 0.46009 indri
10016 Q0 chart-16, ArithmeticMean, Nopol, combine: 16 37 0.46009 indri
10016 Q0 chart-16, ArithmeticMean, SimFix, combine: 17 38 0.46009 indri
10016 Q0 chart-16, ArithmeticMean, TBar, combine: 18 39 0.46009 indri
10016 Q0 chart-16, ArithmeticMean, jGenProg, combine: 19 40 0.46009 indri
10016 Q0 chart-16, ArithmeticMean, jKali, combine: 20 41 0.46009 indri
10016 Q0 chart-16, ArithmeticMean, jMutRepair, combine: 21 42 0.46009 indri
10016 Q0 chart-16, BaroniUrbaniBuser, ACS, combine: 22 43 0.46009 indri
10016 Q0 chart-16, BaroniUrbaniBuser, Nopol, combine: 23 44 0.46009 indri
10016 Q0 chart-16, BaroniUrbaniBuser, SimFix, combine: 24 45 0.46009 indri
10016 Q0 chart-16, BaroniUrbaniBuser, TBar, combine: 25 46 0.46009 indri
10016 Q0 chart-16, BaroniUrbaniBuser, jGenProg, combine: 26 47 0.46009 indri
10016 Q0 chart-16, BaroniUrbaniBuser, jKali, combine: 27 48 0.46009 indri
10016 Q0 chart-16, BaroniUrbaniBuser, jMutRepair, combine: 28 49 0.46009 indri
10016 Q0 chart-16, BraunBanqust, ACS, combine: 29 50 0.46009 indri
10016 Q0 chart-16, BraunBanqust, Nopol, combine: 30 51 0.46009 indri
10016 Q0 chart-16, BraunBanqust, SimFix, combine: 31 52 0.46009 indri
10016 Q0 chart-16, BraunBanqust, TBar, combine: 32 53 0.46009 indri
10016 Q0 chart-16, BraunBanqust, jGenProg, combine: 33 54 0.46009 indri
10016 Q0 chart-16, BraunBanqust, jKali, combine: 34 55 0.46009 indri
10016 Q0 chart-16, BraunBanqust, jMutRepair, combine: 35 56 0.46009 indri
10016 Q0 chart-16, Cohen, ACS, combine: 36 57 0.46009 indri
10016 Q0 chart-16, Cohen, Nopol, combine: 37 58 0.46009 indri
10016 Q0 chart-16, Cohen, SimFix, combine: 38 59 0.46009 indri
10016 Q0 chart-16, Cohen, TBar, combine: 39 60 0.46009 indri
10016 Q0 chart-16, Cohen, jGenProg, combine: 40 61 0.46009 indri
10016 Q0 chart-16, Cohen, jKali, combine: 41 62 0.46009 indri
10016 Q0 chart-16, Cohen, jMutRepair, combine: 42 63 0.46009 indri
10016 Q0 chart-16, Dennis, ACS, combine: 43 64 0.46009 indri
10016 Q0 chart-16, Dennis, Nopol, combine: 44 65 0.46009 indri
10016 Q0 chart-16, Dennis, SimFix, combine: 45 66 0.46009 indri
10016 Q0 chart-16, Dennis, TBar, combine: 46 67 0.46009 indri
10016 Q0 chart-16, Dennis, jGenProg, combine: 47 68 0.46009 indri
10016 Q0 chart-16, Dennis, jKali, combine: 48 69 0.46009 indri
10016 Q0 chart-16, Dennis, jMutRepair, combine: 49 70 0.46009 indri
10016 Q0 chart-16, Dice, ACS, combine: 50 71 0.46009 indri
10016 Q0 chart-16, Dice, Nopol, combine: 51 72 0.46009 indri
10016 Q0 chart-16, Dice, SimFix, combine: 52 73 0.46009 indri
10016 Q0 chart-16, Dice, TBar, combine: 53 74 0.46009 indri
10016 Q0 chart-16, Dice, jGenProg, combine: 54 75 0.46009 indri
10016 Q0 chart-16, Dice, jKali, combine: 55 76 0.46009 indri
10016 Q0 chart-16, Dice, jMutRepair, combine: 56 77 0.46009 indri
10016 Q0 chart-16, Dstar, ACS, combine: 57 78 0.46009 indri
10016 Q0 chart-16, Dstar, Nopol, combine: 58 79 0.46009 indri
10016 Q0 chart-16, Dstar, SimFix, combine: 59 80 0.46009 indri
10016 Q0 chart-16, Dstar, TBar, combine: 60 81 0.46009 indri
10016 Q0 chart-16, Dstar, jGenProg, combine: 61 82 0.46009 indri
10016 Q0 chart-16, Dstar, jKali, combine: 62 83 0.46009 indri
10016 Q0 chart-16, Dstar, jMutRepair, combine: 63 84 0.46009 indri
10016 Q0 chart-16, Euclid, ACS, combine: 64 85 0.46009 indri
10016 Q0 chart-16, Euclid, Nopol, combine: 65 86 0.46009 indri
10016 Q0 chart-16, Euclid, SimFix, combine: 66 87 0.46009 indri
10016 Q0 chart-16, Euclid, TBar, combine: 67 88 0.46009 indri
10016 Q0 chart-16, Euclid, jGenProg, combine: 68 89 0.46009 indri
10016 Q0 chart-16, Euclid, jKali, combine: 69 90 0.46009 indri
10016 Q0 chart-16, Euclid, jMutRepair, combine: 70 91 0.46009 indri
10016 Q0 chart-16, Fleiss, ACS, combine: 71 92 0.46009 indri
10016 Q0 chart-16, Fleiss, Nopol, combine: 72 93 0.46009 indri
10016 Q0 chart-16, Fleiss, SimFix, combine: 73 94 0.46009 indri
10016 Q0 chart-16, Fleiss, TBar, combine: 74 95 0.46009 indri
10016 Q0 chart-16, Fleiss, jGenProg, combine: 75 96 0.46009 indri
10016 Q0 chart-16, Fleiss, jKali, combine: 76 97 0.46009 indri
10016 Q0 chart-16, Fleiss, jMutRepair, combine: 77 98 0.46009 indri
10016 Q0 chart-16, Fossum, ACS, combine: 78 99 0.46009 indri
10016 Q0 chart-16, Fossum, Nopol, combine: 79 100 0.46009 indri
10016 Q0 chart-16, Fossum, SimFix, combine: 80 101 0.46009 indri
10016 Q0 chart-16, Fossum, TBar, combine: 81 102 0.46009 indri
10016 Q0 chart-16, Fossum, jGenProg, combine: 82 103 0.46009 indri
10016 Q0 chart-16, Fossum, jKali, combine: 83 104 0.46009 indri
10016 Q0 chart-16, Fossum, jMutRepair, combine: 84 105 0.46009 indri
10016 Q0 chart-16, Goodman, ACS, combine: 85 106 0.46009 indri
10016 Q0 chart-16, Goodman, Nopol, combine: 86 107 0.46009 indri
10016 Q0 chart-16, Goodman, SimFix, combine: 87 108 0.46009 indri
10016 Q0 chart-16, Goodman, TBar, combine: 88 109 0.46009 indri
10016 Q0 chart-16, Goodman, jGenProg, combine: 89 110 0.46009 indri
10016 Q0 chart-16, Goodman, jKali, combine: 90 111 0.46009 indri
10016 Q0 chart-16, Goodman, jMutRepair, combine: 91 112 0.46009 indri
10016 Q0 chart-16, Gower, ACS, combine: 92 113 0.46009 indri
10016 Q0 chart-16, Gower, Nopol, combine: 93 114 0.46009 indri
10016 Q0 chart-16, Gower, SimFix, combine: 94 115 0.46009 indri
10016 Q0 chart-16, Gower, TBar, combine: 95 116 0.46009 indri
10016 Q0 chart-16, Gower, jGenProg, combine: 96 117 0.46009 indri
10016 Q0 chart-16, Gower, jKali, combine: 97 118 0.46009 indri
10016 Q0 chart-16, Gower, jMutRepair, combine: 98 119 0.46009 indri
10016 Q0 chart-16, GP13, ACS, combine: 99 120 0.46009 indri
10016 Q0 chart-16, GP13, Nopol, combine: 100 121 0.46009 indri
10016 Q0 chart-16, GP13, SimFix, combine: 101 122 0.46009 indri
10016 Q0 chart-16, GP13, TBar, combine: 102 123 0.46009 indri
10016 Q0 chart-16, GP13, jGenProg, combine: 103 124 0.46009 indri
10016 Q0 chart-16, GP13, jKali, combine: 104 125 0.46009 indri
10016 Q0 chart-16, GP13, jMutRepair, combine: 105 126 0.46009 indri
10016 Q0 chart-16, Hamann, ACS, combine: 106 127 0.46009 indri
10016 Q0 chart-16, Hamann, Nopol, combine: 107 128 0.46009 indri
10016 Q0 chart-16, Hamann, SimFix, combine: 108 129 0.46009 indri
10016 Q0 chart-16, Hamann, TBar, combine: 109 130 0.46009 indri
10016 Q0 chart-16, Hamann, jGenProg, combine: 110 131 0.46009 indri
10016 Q0 chart-16, Hamann, jKali, combine: 111 132 0.46009 indri
10016 Q0 chart-16, Hamann, jMutRepair, combine: 112 133 0.46009 indri
10016 Q0 chart-16, Hamming, ACS, combine: 113 134 0.46009 indri
10016 Q0 chart-16, Hamming, Nopol, combine: 114 135 0.46009 indri
10016 Q0 chart-16, Hamming, SimFix, combine: 115 136 0.46009 indri
10016 Q0 chart-16, Hamming, TBar, combine: 116 137 0.46009 indri
10016 Q0 chart-16, Hamming, jGenProg, combine: 117 138 0.46009 indri
10016 Q0 chart-16, Hamming, jKali, combine: 118 139 0.46009 indri
10016 Q0 chart-16, Hamming, jMutRepair, combine: 119 140 0.46009 indri
10016 Q0 chart-16, HarmonicMean, ACS, combine: 120 141 0.46009 indri
10016 Q0 chart-16, HarmonicMean, Nopol, combine: 121 142 0.46009 indri
10016 Q0 chart-16, HarmonicMean, SimFix, combine: 122 143 0.46009 indri
10016 Q0 chart-16, HarmonicMean, TBar, combine: 123 144 0.46009 indri
10016 Q0 chart-16, HarmonicMean, jGenProg, combine: 124 145 0.46009 indri
10016 Q0 chart-16, HarmonicMean, jKali, combine: 125 146 0.46009 indri
10016 Q0 chart-16, HarmonicMean, jMutRepair, combine: 126 147 0.46009 indri
10016 Q0 chart-16, Jaccard, ACS, combine: 127 148 0.46009 indri
10016 Q0 chart-16, Jaccard, Nopol, combine: 128 149 0.46009 indri
10016 Q0 chart-16, Jaccard, SimFix, combine: 129 150 0.46009 indri
10016 Q0 chart-16, Jaccard, TBar, combine: 130 151 0.46009 indri
10016 Q0 chart-16, Jaccard, jGenProg, combine: 131 152 0.46009 indri
10016 Q0 chart-16, Jaccard, jKali, combine: 132 153 0.46009 indri
10016 Q0 chart-16, Jaccard, jMutRepair, combine: 133 154 0.46009 indri
10016 Q0 chart-16, Kulczynski1, ACS, combine: 134 155 0.46009 indri
10016 Q0 chart-16, Kulczynski1, Nopol, combine: 135 156 0.46009 indri
10016 Q0 chart-16, Kulczynski1, SimFix, combine: 136 157 0.46009 indri
10016 Q0 chart-16, Kulczynski1, TBar, combine: 137 158 0.46009 indri
10016 Q0 chart-16, Kulczynski1, jGenProg, combine: 138 159 0.46009 indri
10016 Q0 chart-16, Kulczynski1, jKali, combine: 139 160 0.46009 indri
10016 Q0 chart-16, Kulczynski1, jMutRepair, combine: 140 161 0.46009 indri
10016 Q0 chart-16, Kulczynskil2, ACS, combine: 141 162 0.46009 indri
10016 Q0 chart-16, Kulczynskil2, Nopol, combine: 142 163 0.46009 indri
10016 Q0 chart-16, Kulczynskil2, SimFix, combine: 143 164 0.46009 indri
10016 Q0 chart-16, Kulczynskil2, TBar, combine: 144 165 0.46009 indri
10016 Q0 chart-16, Kulczynskil2, jGenProg, combine: 145 166 0.46009 indri
10016 Q0 chart-16, Kulczynskil2, jKali, combine: 146 167 0.46009 indri
10016 Q0 chart-16, Kulczynskil2, jMutRepair, combine: 147 168 0.46009 indri
10016 Q0 chart-16, M1, ACS, combine: 148 169 0.46009 indri
10016 Q0 chart-16, M1, Nopol, combine: 149 170 0.46009 indri
10016 Q0 chart-16, M1, SimFix, combine: 150 171 0.46009 indri
10016 Q0 chart-16, M1, TBar, combine: 151 172 0.46009 indri
10016 Q0 chart-16, M1, jGenProg, combine: 152 173 0.46009 indri
10016 Q0 chart-16, M1, jKali, combine: 153 174 0.46009 indri
10016 Q0 chart-16, M1, jMutRepair, combine: 154 175 0.46009 indri
10016 Q0 chart-16, M2, ACS, combine: 155 176 0.46009 indri
10016 Q0 chart-16, M2, Nopol, combine: 156 177 0.46009 indri
10016 Q0 chart-16, M2, SimFix, combine: 157 178 0.46009 indri
10016 Q0 chart-16, M2, TBar, combine: 158 179 0.46009 indri
10016 Q0 chart-16, M2, jGenProg, combine: 159 180 0.46009 indri
10016 Q0 chart-16, M2, jKali, combine: 160 181 0.46009 indri
10016 Q0 chart-16, M2, jMutRepair, combine: 161 182 0.46009 indri
10016 Q0 chart-16, Michael, ACS, combine: 162 183 0.46009 indri
10016 Q0 chart-16, Michael, Nopol, combine: 163 184 0.46009 indri
10016 Q0 chart-16, Michael, SimFix, combine: 164 185 0.46009 indri
10016 Q0 chart-16, Michael, TBar, combine: 165 186 0.46009 indri
10016 Q0 chart-16, Michael, jGenProg, combine: 166 187 0.46009 indri
10016 Q0 chart-16, Michael, jKali, combine: 167 188 0.46009 indri
10016 Q0 chart-16, Michael, jMutRepair, combine: 168 189 0.46009 indri
10016 Q0 chart-16, Mountford, ACS, combine: 169 190 0.46009 indri
10016 Q0 chart-16, Mountford, Nopol, combine: 170 191 0.46009 indri
10016 Q0 chart-16, Mountford, SimFix, combine: 171 192 0.46009 indri
10016 Q0 chart-16, Mountford, TBar, combine: 172 193 0.46009 indri
10016 Q0 chart-16, Mountford, jGenProg, combine: 173 194 0.46009 indri
10016 Q0 chart-16, Mountford, jKali, combine: 174 195 0.46009 indri
10016 Q0 chart-16, Mountford, jMutRepair, combine: 175 196 0.46009 indri
10016 Q0 chart-16, Ochiai, ACS, combine: 176 197 0.46009 indri
10016 Q0 chart-16, Ochiai, Nopol, combine: 177 198 0.46009 indri
10016 Q0 chart-16, Ochiai, SimFix, combine: 178 199 0.46009 indri
10016 Q0 chart-16, Ochiai, TBar, combine: 179 200 0.46009 indri
10016 Q0 chart-16, Ochiai, jGenProg, combine: 180 201 0.46009 indri
10016 Q0 chart-16, Ochiai, jKali, combine: 181 202 0.46009 indri
10016 Q0 chart-16, Ochiai, jMutRepair, combine: 182 203 0.46009 indri
10016 Q0 chart-16, Ochiai2, ACS, combine: 183 204 0.46009 indri
10016 Q0 chart-16, Ochiai2, Nopol, combine: 184 205 0.46009 indri
10016 Q0 chart-16, Ochiai2, SimFix, combine: 185 206 0.46009 indri
10016 Q0 chart-16, Ochiai2, TBar, combine: 186 207 0.46009 indri
10016 Q0 chart-16, Ochiai2, jGenProg, combine: 187 208 0.46009 indri
10016 Q0 chart-16, Ochiai2, jKali, combine: 188 209 0.46009 indri
10016 Q0 chart-16, Ochiai2, jMutRepair, combine: 189 210 0.46009 indri
10016 Q0 chart-16, Optimal, ACS, combine: 190 211 0.46009 indri
10016 Q0 chart-16, Optimal, Nopol, combine: 191 212 0.46009 indri
10016 Q0 chart-16, Optimal, SimFix, combine: 192 213 0.46009 indri
10016 Q0 chart-16, Optimal, TBar, combine: 193 214 0.46009 indri
10016 Q0 chart-16, Optimal, jGenProg, combine: 194 215 0.46009 indri
10016 Q0 chart-16, Optimal, jKali, combine: 195 216 0.46009 indri
10016 Q0 chart-16, Optimal, jMutRepair, combine: 196 217 0.46009 indri
10016 Q0 chart-16, OptimalP, ACS, combine: 197 218 0.46009 indri
10016 Q0 chart-16, OptimalP, Nopol, combine: 198 219 0.46009 indri
10016 Q0 chart-16, OptimalP, SimFix, combine: 199 220 0.46009 indri
10016 Q0 chart-16, OptimalP, TBar, combine: 200 221 0.46009 indri
10016 Q0 chart-16, OptimalP, jGenProg, combine: 201 222 0.46009 indri
10016 Q0 chart-16, OptimalP, jKali, combine: 202 223 0.46009 indri
10016 Q0 chart-16, OptimalP, jMutRepair, combine: 203 224 0.46009 indri
10016 Q0 chart-16, Overlap, ACS, combine: 204 225 0.46009 indri
10016 Q0 chart-16, Overlap, Nopol, combine: 205 226 0.46009 indri
10016 Q0 chart-16, Overlap, SimFix, combine: 206 227 0.46009 indri
10016 Q0 chart-16, Overlap, TBar, combine: 207 228 0.46009 indri
