10001 Q0 chart-1, Ample, ACS, combine: 1 1 0.50565 indri
10016 Q0 chart-16, Mountford, ACS, combine: 169 182 0.51831 indri
10016 Q0 chart-16, Mountford, Nopol, combine: 170 183 0.51831 indri
10016 Q0 chart-16, Mountford, SimFix, combine: 171 184 0.51831 indri
10016 Q0 chart-16, Mountford, jGenProg, combine: 173 185 0.51831 indri
10016 Q0 chart-16, Mountford, jKali, combine: 174 186 0.51831 indri
10016 Q0 chart-16, Mountford, jMutRepair, combine: 175 187 0.51831 indri
10016 Q0 chart-16, Ochiai, ACS, combine: 176 188 0.51831 indri
10016 Q0 chart-16, Ochiai, Nopol, combine: 177 189 0.51831 indri
10016 Q0 chart-16, Ochiai, SimFix, combine: 178 190 0.51831 indri
10016 Q0 chart-16, Ochiai, jGenProg, combine: 180 191 0.51831 indri
10016 Q0 chart-16, Ochiai, jKali, combine: 181 192 0.51831 indri
10016 Q0 chart-16, Ochiai, jMutRepair, combine: 182 193 0.51831 indri
10016 Q0 chart-16, Ochiai2, ACS, combine: 183 194 0.51831 indri
10016 Q0 chart-16, Ochiai2, Nopol, combine: 184 195 0.51831 indri
10016 Q0 chart-16, Ochiai2, SimFix, combine: 185 196 0.51831 indri
10016 Q0 chart-16, Ochiai2, jGenProg, combine: 187 197 0.51831 indri
10016 Q0 chart-16, Ochiai2, jKali, combine: 188 198 0.51831 indri
10016 Q0 chart-16, Ochiai2, jMutRepair, combine: 189 199 0.51831 indri
10016 Q0 chart-16, Optimal, ACS, combine: 190 200 0.51831 indri
10016 Q0 chart-16, Optimal, Nopol, combine: 191 201 0.51831 indri
10016 Q0 chart-16, Optimal, SimFix, combine: 192 202 0.51831 indri
10016 Q0 chart-16, Optimal, jGenProg, combine: 194 203 0.51831 indri
10016 Q0 chart-16, Optimal, jKali, combine: 195 204 0.51831 indri
10016 Q0 chart-16, Optimal, jMutRepair, combine: 196 205 0.51831 indri
10016 Q0 chart-16, OptimalP, ACS, combine: 197 206 0.51831 indri
10016 Q0 chart-16, OptimalP, Nopol, combine: 198 207 0.51831 indri
10016 Q0 chart-16, OptimalP, SimFix, combine: 199 208 0.51831 indri
10016 Q0 chart-16, OptimalP, jGenProg, combine: 201 209 0.51831 indri
10016 Q0 chart-16, OptimalP, jKali, combine: 202 210 0.51831 indri
10016 Q0 chart-16, OptimalP, jMutRepair, combine: 203 211 0.51831 indri
10016 Q0 chart-16, Overlap, ACS, combine: 204 212 0.51831 indri
10016 Q0 chart-16, Overlap, Nopol, combine: 205 213 0.51831 indri
10016 Q0 chart-16, Overlap, SimFix, combine: 206 214 0.51831 indri
10016 Q0 chart-16, Overlap, jGenProg, combine: 208 215 0.51831 indri
10016 Q0 chart-16, Overlap, jKali, combine: 209 216 0.51831 indri
10016 Q0 chart-16, Overlap, jMutRepair, combine: 210 217 0.51831 indri
10016 Q0 chart-16, Phi, ACS, combine: 211 218 0.51831 indri
10016 Q0 chart-16, Phi, Nopol, combine: 212 219 0.51831 indri
10016 Q0 chart-16, Phi, SimFix, combine: 213 220 0.51831 indri
10016 Q0 chart-16, Phi, jGenProg, combine: 215 221 0.51831 indri
10016 Q0 chart-16, Phi, jKali, combine: 216 222 0.51831 indri
10016 Q0 chart-16, Phi, jMutRepair, combine: 217 223 0.51831 indri
10016 Q0 chart-16, RogersTanimoto, ACS, combine: 225 224 0.51831 indri
10016 Q0 chart-16, RogersTanimoto, Nopol, combine: 226 225 0.51831 indri
10016 Q0 chart-16, RogersTanimoto, SimFix, combine: 227 226 0.51831 indri
10016 Q0 chart-16, RogersTanimoto, jGenProg, combine: 229 227 0.51831 indri
10016 Q0 chart-16, RogersTanimoto, jKali, combine: 230 228 0.51831 indri
10016 Q0 chart-16, RogersTanimoto, jMutRepair, combine: 231 229 0.51831 indri
10016 Q0 chart-16, Rogot1, ACS, combine: 232 230 0.51831 indri
10016 Q0 chart-16, Rogot1, Nopol, combine: 233 231 0.51831 indri
10016 Q0 chart-16, Rogot1, SimFix, combine: 234 232 0.51831 indri
10016 Q0 chart-16, Rogot1, jGenProg, combine: 236 233 0.51831 indri
10016 Q0 chart-16, Rogot1, jKali, combine: 237 234 0.51831 indri
10016 Q0 chart-16, Rogot1, jMutRepair, combine: 238 235 0.51831 indri
10016 Q0 chart-16, Rogot2, ACS, combine: 239 236 0.51831 indri
10016 Q0 chart-16, Rogot2, Nopol, combine: 240 237 0.51831 indri
10016 Q0 chart-16, Rogot2, SimFix, combine: 241 238 0.51831 indri
10016 Q0 chart-16, Rogot2, jGenProg, combine: 243 239 0.51831 indri
10016 Q0 chart-16, Rogot2, jKali, combine: 244 240 0.51831 indri
10016 Q0 chart-16, Rogot2, jMutRepair, combine: 245 241 0.51831 indri
10016 Q0 chart-16, RussellRao, ACS, combine: 246 242 0.51831 indri
10016 Q0 chart-16, RussellRao, Nopol, combine: 247 243 0.51831 indri
10016 Q0 chart-16, RussellRao, SimFix, combine: 248 244 0.51831 indri
10016 Q0 chart-16, RussellRao, jGenProg, combine: 250 245 0.51831 indri
10016 Q0 chart-16, RussellRao, jKali, combine: 251 246 0.51831 indri
10016 Q0 chart-16, RussellRao, jMutRepair, combine: 252 247 0.51831 indri
10016 Q0 chart-16, SBI, ACS, combine: 253 248 0.51831 indri
10016 Q0 chart-16, SBI, Nopol, combine: 254 249 0.51831 indri
10016 Q0 chart-16, SBI, SimFix, combine: 255 250 0.51831 indri
10016 Q0 chart-16, SBI, jGenProg, combine: 257 251 0.51831 indri
10016 Q0 chart-16, SBI, jKali, combine: 258 252 0.51831 indri
10016 Q0 chart-16, SBI, jMutRepair, combine: 259 253 0.51831 indri
10016 Q0 chart-16, Scott, ACS, combine: 260 254 0.51831 indri
10016 Q0 chart-16, Scott, Nopol, combine: 261 255 0.51831 indri
10016 Q0 chart-16, Scott, SimFix, combine: 262 256 0.51831 indri
10016 Q0 chart-16, Scott, jGenProg, combine: 264 257 0.51831 indri
10016 Q0 chart-16, Scott, jKali, combine: 265 258 0.51831 indri
10016 Q0 chart-16, Scott, jMutRepair, combine: 266 259 0.51831 indri
10016 Q0 chart-16, SimpleMatching, ACS, combine: 267 260 0.51831 indri
10016 Q0 chart-16, SimpleMatching, Nopol, combine: 268 261 0.51831 indri
10016 Q0 chart-16, SimpleMatching, SimFix, combine: 269 262 0.51831 indri
10016 Q0 chart-16, SimpleMatching, jGenProg, combine: 271 263 0.51831 indri
10016 Q0 chart-16, SimpleMatching, jKali, combine: 272 264 0.51831 indri
10016 Q0 chart-16, SimpleMatching, jMutRepair, combine: 273 265 0.51831 indri
10016 Q0 chart-16, Sokal, ACS, combine: 274 266 0.51831 indri
10016 Q0 chart-16, Sokal, Nopol, combine: 275 267 0.51831 indri
10016 Q0 chart-16, Sokal, SimFix, combine: 276 268 0.51831 indri
10016 Q0 chart-16, Sokal, jGenProg, combine: 278 269 0.51831 indri
10016 Q0 chart-16, Sokal, jKali, combine: 279 270 0.51831 indri
10016 Q0 chart-16, Sokal, jMutRepair, combine: 280 271 0.51831 indri
10016 Q0 chart-16, SorensenDice, ACS, combine: 281 272 0.51831 indri
10016 Q0 chart-16, SorensenDice, Nopol, combine: 282 273 0.51831 indri
10016 Q0 chart-16, SorensenDice, SimFix, combine: 283 274 0.51831 indri
10016 Q0 chart-16, SorensenDice, jGenProg, combine: 285 275 0.51831 indri
10016 Q0 chart-16, SorensenDice, jKali, combine: 286 276 0.51831 indri
10016 Q0 chart-16, SorensenDice, jMutRepair, combine: 287 277 0.51831 indri
10016 Q0 chart-16, Tarantula, ACS, combine: 288 278 0.51831 indri
10016 Q0 chart-16, Tarantula, Nopol, combine: 289 279 0.51831 indri
10016 Q0 chart-16, Tarantula, SimFix, combine: 290 280 0.51831 indri
10016 Q0 chart-16, Tarantula, jGenProg, combine: 292 281 0.51831 indri
10016 Q0 chart-16, Tarantula, jKali, combine: 293 282 0.51831 indri
10016 Q0 chart-16, Tarantula, jMutRepair, combine: 294 283 0.51831 indri
10016 Q0 chart-16, Tarwid, ACS, combine: 295 284 0.51831 indri
10016 Q0 chart-16, Tarwid, Nopol, combine: 296 285 0.51831 indri
10016 Q0 chart-16, Tarwid, SimFix, combine: 297 286 0.51831 indri
10016 Q0 chart-16, Tarwid, jGenProg, combine: 299 287 0.51831 indri
10016 Q0 chart-16, Tarwid, jKali, combine: 300 288 0.51831 indri
10016 Q0 chart-16, Tarwid, jMutRepair, combine: 301 289 0.51831 indri
10016 Q0 chart-16, Wong1, ACS, combine: 302 290 0.51831 indri
10016 Q0 chart-16, Wong1, Nopol, combine: 303 291 0.51831 indri
10016 Q0 chart-16, Wong1, SimFix, combine: 304 292 0.51831 indri
10016 Q0 chart-16, Wong1, jGenProg, combine: 306 293 0.51831 indri
10016 Q0 chart-16, Wong1, jKali, combine: 307 294 0.51831 indri
10016 Q0 chart-16, Wong1, jMutRepair, combine: 308 295 0.51831 indri
10016 Q0 chart-16, Wong2, ACS, combine: 309 296 0.51831 indri
10016 Q0 chart-16, Wong2, Nopol, combine: 310 297 0.51831 indri
10016 Q0 chart-16, Wong2, SimFix, combine: 311 298 0.51831 indri
10016 Q0 chart-16, Wong2, jGenProg, combine: 313 299 0.51831 indri
10016 Q0 chart-16, Wong2, jKali, combine: 314 300 0.51831 indri
10016 Q0 chart-16, Wong2, jMutRepair, combine: 315 301 0.51831 indri
10016 Q0 chart-16, Ample, TBar, combine: 4 302 0.50661 indri
10016 Q0 chart-16, Pierce, TBar, combine: 221 303 0.50661 indri
10016 Q0 chart-16, Wong3, TBar, combine: 319 304 0.50661 indri
10016 Q0 chart-16, Zoltar, TBar, combine: 326 305 0.50661 indri
10016 Q0 chart-16, Ample, ACS, combine: 1 306 0.50565 indri
10016 Q0 chart-16, Ample, Nopol, combine: 2 307 0.50565 indri
10016 Q0 chart-16, Ample, SimFix, combine: 3 308 0.50565 indri
10016 Q0 chart-16, Ample, jGenProg, combine: 5 309 0.50565 indri
10016 Q0 chart-16, Ample, jKali, combine: 6 310 0.50565 indri
10016 Q0 chart-16, Ample, jMutRepair, combine: 7 311 0.50565 indri
10016 Q0 chart-16, Pierce, ACS, combine: 218 312 0.50565 indri
10016 Q0 chart-16, Pierce, Nopol, combine: 219 313 0.50565 indri
10016 Q0 chart-16, Pierce, SimFix, combine: 220 314 0.50565 indri
10016 Q0 chart-16, Pierce, jGenProg, combine: 222 315 0.50565 indri
10016 Q0 chart-16, Pierce, jKali, combine: 223 316 0.50565 indri
10016 Q0 chart-16, Pierce, jMutRepair, combine: 224 317 0.50565 indri
10016 Q0 chart-16, Wong3, ACS, combine: 316 318 0.50565 indri
10016 Q0 chart-16, Wong3, Nopol, combine: 317 319 0.50565 indri
10016 Q0 chart-16, Wong3, SimFix, combine: 318 320 0.50565 indri
10016 Q0 chart-16, Wong3, jGenProg, combine: 320 321 0.50565 indri
10016 Q0 chart-16, Wong3, jKali, combine: 321 322 0.50565 indri
10016 Q0 chart-16, Wong3, jMutRepair, combine: 322 323 0.50565 indri
10016 Q0 chart-16, Zoltar, ACS, combine: 323 324 0.50565 indri
10016 Q0 chart-16, Zoltar, Nopol, combine: 324 325 0.50565 indri
10016 Q0 chart-16, Zoltar, SimFix, combine: 325 326 0.50565 indri
10016 Q0 chart-16, Zoltar, jGenProg, combine: 327 327 0.50565 indri
10016 Q0 chart-16, Zoltar, jKali, combine: 328 328 0.50565 indri
10016 Q0 chart-16, Zoltar, jMutRepair, combine: 329 329 0.50565 indri
10017 Q0 chart-17, RussellRao, Nopol, combine: 247 1 0.51857 indri
10017 Q0 chart-17, Wong1, Nopol, combine: 303 2 0.51857 indri
10017 Q0 chart-17, RussellRao, ACS, combine: 246 3 0.51831 indri
10017 Q0 chart-17, RussellRao, SimFix, combine: 248 4 0.51831 indri
10017 Q0 chart-17, RussellRao, TBar, combine: 249 5 0.51831 indri
10017 Q0 chart-17, RussellRao, jGenProg, combine: 250 6 0.51831 indri
10017 Q0 chart-17, RussellRao, jKali, combine: 251 7 0.51831 indri
10017 Q0 chart-17, RussellRao, jMutRepair, combine: 252 8 0.51831 indri
10017 Q0 chart-17, Wong1, ACS, combine: 302 9 0.51831 indri
10017 Q0 chart-17, Wong1, SimFix, combine: 304 10 0.51831 indri
10017 Q0 chart-17, Wong1, TBar, combine: 305 11 0.51831 indri
10017 Q0 chart-17, Wong1, jGenProg, combine: 306 12 0.51831 indri
10017 Q0 chart-17, Wong1, jKali, combine: 307 13 0.51831 indri
10017 Q0 chart-17, Wong1, jMutRepair, combine: 308 14 0.51831 indri
10017 Q0 chart-17, Ample, Nopol, combine: 2 15 0.51475 indri
10017 Q0 chart-17, Anderberg, Nopol, combine: 9 16 0.51475 indri
10017 Q0 chart-17, ArithmeticMean, Nopol, combine: 16 17 0.51475 indri
10017 Q0 chart-17, BaroniUrbaniBuser, Nopol, combine: 23 18 0.51475 indri
10017 Q0 chart-17, BraunBanqust, Nopol, combine: 30 19 0.51475 indri
10017 Q0 chart-17, Cohen, Nopol, combine: 37 20 0.51475 indri
10017 Q0 chart-17, Dennis, Nopol, combine: 44 21 0.51475 indri
10017 Q0 chart-17, Dice, Nopol, combine: 51 22 0.51475 indri
10017 Q0 chart-17, Dstar, Nopol, combine: 58 23 0.51475 indri
10017 Q0 chart-17, Fleiss, Nopol, combine: 72 24 0.51475 indri
10017 Q0 chart-17, Goodman, Nopol, combine: 86 25 0.51475 indri
10017 Q0 chart-17, GP13, Nopol, combine: 100 26 0.51475 indri
10017 Q0 chart-17, Jaccard, Nopol, combine: 128 27 0.51475 indri
10017 Q0 chart-17, Kulczynski1, Nopol, combine: 135 28 0.51475 indri
10017 Q0 chart-17, Kulczynskil2, Nopol, combine: 142 29 0.51475 indri
10017 Q0 chart-17, M2, Nopol, combine: 156 30 0.51475 indri
10017 Q0 chart-17, Mountford, Nopol, combine: 170 31 0.51475 indri
10017 Q0 chart-17, Ochiai, Nopol, combine: 177 32 0.51475 indri
10017 Q0 chart-17, OptimalP, Nopol, combine: 198 33 0.51475 indri
10017 Q0 chart-17, Overlap, Nopol, combine: 205 34 0.51475 indri
10017 Q0 chart-17, Phi, Nopol, combine: 212 35 0.51475 indri
10017 Q0 chart-17, Rogot1, Nopol, combine: 233 36 0.51475 indri
10017 Q0 chart-17, Rogot2, Nopol, combine: 240 37 0.51475 indri
10017 Q0 chart-17, SBI, Nopol, combine: 254 38 0.51475 indri
10017 Q0 chart-17, Scott, Nopol, combine: 261 39 0.51475 indri
10017 Q0 chart-17, SorensenDice, Nopol, combine: 282 40 0.51475 indri
10017 Q0 chart-17, Tarantula, Nopol, combine: 289 41 0.51475 indri
10017 Q0 chart-17, Tarwid, Nopol, combine: 296 42 0.51475 indri
10017 Q0 chart-17, Ample, ACS, combine: 1 43 0.51449 indri
10017 Q0 chart-17, Ample, SimFix, combine: 3 44 0.51449 indri
10017 Q0 chart-17, Ample, TBar, combine: 4 45 0.51449 indri
10017 Q0 chart-17, Ample, jGenProg, combine: 5 46 0.51449 indri
10017 Q0 chart-17, Ample, jKali, combine: 6 47 0.51449 indri
10017 Q0 chart-17, Ample, jMutRepair, combine: 7 48 0.51449 indri
10017 Q0 chart-17, Anderberg, ACS, combine: 8 49 0.51449 indri
10017 Q0 chart-17, Anderberg, SimFix, combine: 10 50 0.51449 indri
10017 Q0 chart-17, Anderberg, TBar, combine: 11 51 0.51449 indri
10017 Q0 chart-17, Anderberg, jGenProg, combine: 12 52 0.51449 indri
10017 Q0 chart-17, Anderberg, jKali, combine: 13 53 0.51449 indri
10017 Q0 chart-17, Anderberg, jMutRepair, combine: 14 54 0.51449 indri
10017 Q0 chart-17, ArithmeticMean, ACS, combine: 15 55 0.51449 indri
10017 Q0 chart-17, ArithmeticMean, SimFix, combine: 17 56 0.51449 indri
10017 Q0 chart-17, ArithmeticMean, TBar, combine: 18 57 0.51449 indri
10017 Q0 chart-17, ArithmeticMean, jGenProg, combine: 19 58 0.51449 indri
10017 Q0 chart-17, ArithmeticMean, jKali, combine: 20 59 0.51449 indri
10017 Q0 chart-17, ArithmeticMean, jMutRepair, combine: 21 60 0.51449 indri
10017 Q0 chart-17, BaroniUrbaniBuser, ACS, combine: 22 61 0.51449 indri
10017 Q0 chart-17, BaroniUrbaniBuser, SimFix, combine: 24 62 0.51449 indri
10017 Q0 chart-17, BaroniUrbaniBuser, TBar, combine: 25 63 0.51449 indri
10017 Q0 chart-17, BaroniUrbaniBuser, jGenProg, combine: 26 64 0.51449 indri
10017 Q0 chart-17, BaroniUrbaniBuser, jKali, combine: 27 65 0.51449 indri
10017 Q0 chart-17, BaroniUrbaniBuser, jMutRepair, combine: 28 66 0.51449 indri
10017 Q0 chart-17, BraunBanqust, ACS, combine: 29 67 0.51449 indri
10017 Q0 chart-17, BraunBanqust, SimFix, combine: 31 68 0.51449 indri
10017 Q0 chart-17, BraunBanqust, TBar, combine: 32 69 0.51449 indri
10017 Q0 chart-17, BraunBanqust, jGenProg, combine: 33 70 0.51449 indri
10017 Q0 chart-17, BraunBanqust, jKali, combine: 34 71 0.51449 indri
10017 Q0 chart-17, BraunBanqust, jMutRepair, combine: 35 72 0.51449 indri
10017 Q0 chart-17, Cohen, ACS, combine: 36 73 0.51449 indri
10017 Q0 chart-17, Cohen, SimFix, combine: 38 74 0.51449 indri
10017 Q0 chart-17, Cohen, TBar, combine: 39 75 0.51449 indri
10017 Q0 chart-17, Cohen, jGenProg, combine: 40 76 0.51449 indri
10017 Q0 chart-17, Cohen, jKali, combine: 41 77 0.51449 indri
10017 Q0 chart-17, Cohen, jMutRepair, combine: 42 78 0.51449 indri
10017 Q0 chart-17, Dennis, ACS, combine: 43 79 0.51449 indri
10017 Q0 chart-17, Dennis, SimFix, combine: 45 80 0.51449 indri
10017 Q0 chart-17, Dennis, TBar, combine: 46 81 0.51449 indri
10017 Q0 chart-17, Dennis, jGenProg, combine: 47 82 0.51449 indri
10017 Q0 chart-17, Dennis, jKali, combine: 48 83 0.51449 indri
10017 Q0 chart-17, Dennis, jMutRepair, combine: 49 84 0.51449 indri
10017 Q0 chart-17, Dice, ACS, combine: 50 85 0.51449 indri
10017 Q0 chart-17, Dice, SimFix, combine: 52 86 0.51449 indri
10017 Q0 chart-17, Dice, TBar, combine: 53 87 0.51449 indri
10017 Q0 chart-17, Dice, jGenProg, combine: 54 88 0.51449 indri
10017 Q0 chart-17, Dice, jKali, combine: 55 89 0.51449 indri
10017 Q0 chart-17, Dice, jMutRepair, combine: 56 90 0.51449 indri
10017 Q0 chart-17, Dstar, ACS, combine: 57 91 0.51449 indri
10017 Q0 chart-17, Dstar, SimFix, combine: 59 92 0.51449 indri
10017 Q0 chart-17, Dstar, TBar, combine: 60 93 0.51449 indri
10017 Q0 chart-17, Dstar, jGenProg, combine: 61 94 0.51449 indri
10017 Q0 chart-17, Dstar, jKali, combine: 62 95 0.51449 indri
10017 Q0 chart-17, Dstar, jMutRepair, combine: 63 96 0.51449 indri
10017 Q0 chart-17, Fleiss, ACS, combine: 71 97 0.51449 indri
10017 Q0 chart-17, Fleiss, SimFix, combine: 73 98 0.51449 indri
10017 Q0 chart-17, Fleiss, TBar, combine: 74 99 0.51449 indri
10017 Q0 chart-17, Fleiss, jGenProg, combine: 75 100 0.51449 indri
10017 Q0 chart-17, Fleiss, jKali, combine: 76 101 0.51449 indri
10017 Q0 chart-17, Fleiss, jMutRepair, combine: 77 102 0.51449 indri
10017 Q0 chart-17, Goodman, ACS, combine: 85 103 0.51449 indri
10017 Q0 chart-17, Goodman, SimFix, combine: 87 104 0.51449 indri
10017 Q0 chart-17, Goodman, TBar, combine: 88 105 0.51449 indri
10017 Q0 chart-17, Goodman, jGenProg, combine: 89 106 0.51449 indri
10017 Q0 chart-17, Goodman, jKali, combine: 90 107 0.51449 indri
10017 Q0 chart-17, Goodman, jMutRepair, combine: 91 108 0.51449 indri
10017 Q0 chart-17, GP13, ACS, combine: 99 109 0.51449 indri
10017 Q0 chart-17, GP13, SimFix, combine: 101 110 0.51449 indri
10017 Q0 chart-17, GP13, TBar, combine: 102 111 0.51449 indri
10017 Q0 chart-17, GP13, jGenProg, combine: 103 112 0.51449 indri
10017 Q0 chart-17, GP13, jKali, combine: 104 113 0.51449 indri
10017 Q0 chart-17, GP13, jMutRepair, combine: 105 114 0.51449 indri
10017 Q0 chart-17, Jaccard, ACS, combine: 127 115 0.51449 indri
10017 Q0 chart-17, Jaccard, SimFix, combine: 129 116 0.51449 indri
10017 Q0 chart-17, Jaccard, TBar, combine: 130 117 0.51449 indri
10017 Q0 chart-17, Jaccard, jGenProg, combine: 131 118 0.51449 indri
10017 Q0 chart-17, Jaccard, jKali, combine: 132 119 0.51449 indri
10017 Q0 chart-17, Jaccard, jMutRepair, combine: 133 120 0.51449 indri
10017 Q0 chart-17, Kulczynski1, ACS, combine: 134 121 0.51449 indri
10017 Q0 chart-17, Kulczynski1, SimFix, combine: 136 122 0.51449 indri
10017 Q0 chart-17, Kulczynski1, TBar, combine: 137 123 0.51449 indri
10017 Q0 chart-17, Kulczynski1, jGenProg, combine: 138 124 0.51449 indri
10017 Q0 chart-17, Kulczynski1, jKali, combine: 139 125 0.51449 indri
10017 Q0 chart-17, Kulczynski1, jMutRepair, combine: 140 126 0.51449 indri
10017 Q0 chart-17, Kulczynskil2, ACS, combine: 141 127 0.51449 indri
10017 Q0 chart-17, Kulczynskil2, SimFix, combine: 143 128 0.51449 indri
10017 Q0 chart-17, Kulczynskil2, TBar, combine: 144 129 0.51449 indri
10017 Q0 chart-17, Kulczynskil2, jGenProg, combine: 145 130 0.51449 indri
10017 Q0 chart-17, Kulczynskil2, jKali, combine: 146 131 0.51449 indri
10017 Q0 chart-17, Kulczynskil2, jMutRepair, combine: 147 132 0.51449 indri
10017 Q0 chart-17, M2, ACS, combine: 155 133 0.51449 indri
10017 Q0 chart-17, M2, SimFix, combine: 157 134 0.51449 indri
10017 Q0 chart-17, M2, TBar, combine: 158 135 0.51449 indri
10017 Q0 chart-17, M2, jGenProg, combine: 159 136 0.51449 indri
10017 Q0 chart-17, M2, jKali, combine: 160 137 0.51449 indri
10017 Q0 chart-17, M2, jMutRepair, combine: 161 138 0.51449 indri
10017 Q0 chart-17, Mountford, ACS, combine: 169 139 0.51449 indri
10017 Q0 chart-17, Mountford, SimFix, combine: 171 140 0.51449 indri
10017 Q0 chart-17, Mountford, TBar, combine: 172 141 0.51449 indri
10017 Q0 chart-17, Mountford, jGenProg, combine: 173 142 0.51449 indri
10017 Q0 chart-17, Mountford, jKali, combine: 174 143 0.51449 indri
10017 Q0 chart-17, Mountford, jMutRepair, combine: 175 144 0.51449 indri
10017 Q0 chart-17, Ochiai, ACS, combine: 176 145 0.51449 indri
10017 Q0 chart-17, Ochiai, SimFix, combine: 178 146 0.51449 indri
10017 Q0 chart-17, Ochiai, TBar, combine: 179 147 0.51449 indri
10017 Q0 chart-17, Ochiai, jGenProg, combine: 180 148 0.51449 indri
10017 Q0 chart-17, Ochiai, jKali, combine: 181 149 0.51449 indri
10017 Q0 chart-17, Ochiai, jMutRepair, combine: 182 150 0.51449 indri
10017 Q0 chart-17, OptimalP, ACS, combine: 197 151 0.51449 indri
10017 Q0 chart-17, OptimalP, SimFix, combine: 199 152 0.51449 indri
10017 Q0 chart-17, OptimalP, TBar, combine: 200 153 0.51449 indri
10017 Q0 chart-17, OptimalP, jGenProg, combine: 201 154 0.51449 indri
10017 Q0 chart-17, OptimalP, jKali, combine: 202 155 0.51449 indri
10017 Q0 chart-17, OptimalP, jMutRepair, combine: 203 156 0.51449 indri
10017 Q0 chart-17, Overlap, ACS, combine: 204 157 0.51449 indri
10017 Q0 chart-17, Overlap, SimFix, combine: 206 158 0.51449 indri
10017 Q0 chart-17, Overlap, TBar, combine: 207 159 0.51449 indri
10017 Q0 chart-17, Overlap, jGenProg, combine: 208 160 0.51449 indri
10017 Q0 chart-17, Overlap, jKali, combine: 209 161 0.51449 indri
10017 Q0 chart-17, Overlap, jMutRepair, combine: 210 162 0.51449 indri
10017 Q0 chart-17, Phi, ACS, combine: 211 163 0.51449 indri
10017 Q0 chart-17, Phi, SimFix, combine: 213 164 0.51449 indri
10017 Q0 chart-17, Phi, TBar, combine: 214 165 0.51449 indri
10017 Q0 chart-17, Phi, jGenProg, combine: 215 166 0.51449 indri
10017 Q0 chart-17, Phi, jKali, combine: 216 167 0.51449 indri
10017 Q0 chart-17, Phi, jMutRepair, combine: 217 168 0.51449 indri
10017 Q0 chart-17, Rogot1, ACS, combine: 232 169 0.51449 indri
10017 Q0 chart-17, Rogot1, SimFix, combine: 234 170 0.51449 indri
10017 Q0 chart-17, Rogot1, TBar, combine: 235 171 0.51449 indri
10017 Q0 chart-17, Rogot1, jGenProg, combine: 236 172 0.51449 indri
10017 Q0 chart-17, Rogot1, jKali, combine: 237 173 0.51449 indri
10017 Q0 chart-17, Rogot1, jMutRepair, combine: 238 174 0.51449 indri
10017 Q0 chart-17, Rogot2, ACS, combine: 239 175 0.51449 indri
10017 Q0 chart-17, Rogot2, SimFix, combine: 241 176 0.51449 indri
10017 Q0 chart-17, Rogot2, TBar, combine: 242 177 0.51449 indri
10017 Q0 chart-17, Rogot2, jGenProg, combine: 243 178 0.51449 indri
10017 Q0 chart-17, Rogot2, jKali, combine: 244 179 0.51449 indri
10017 Q0 chart-17, Rogot2, jMutRepair, combine: 245 180 0.51449 indri
10017 Q0 chart-17, SBI, ACS, combine: 253 181 0.51449 indri
10017 Q0 chart-17, SBI, SimFix, combine: 255 182 0.51449 indri
10017 Q0 chart-17, SBI, TBar, combine: 256 183 0.51449 indri
10017 Q0 chart-17, SBI, jGenProg, combine: 257 184 0.51449 indri
10017 Q0 chart-17, SBI, jKali, combine: 258 185 0.51449 indri
10017 Q0 chart-17, SBI, jMutRepair, combine: 259 186 0.51449 indri
10017 Q0 chart-17, Scott, ACS, combine: 260 187 0.51449 indri
10017 Q0 chart-17, Scott, SimFix, combine: 262 188 0.51449 indri
10017 Q0 chart-17, Scott, TBar, combine: 263 189 0.51449 indri
10017 Q0 chart-17, Scott, jGenProg, combine: 264 190 0.51449 indri
10017 Q0 chart-17, Scott, jKali, combine: 265 191 0.51449 indri
10017 Q0 chart-17, Scott, jMutRepair, combine: 266 192 0.51449 indri
10017 Q0 chart-17, SorensenDice, ACS, combine: 281 193 0.51449 indri
10017 Q0 chart-17, SorensenDice, SimFix, combine: 283 194 0.51449 indri
10017 Q0 chart-17, SorensenDice, TBar, combine: 284 195 0.51449 indri
10017 Q0 chart-17, SorensenDice, jGenProg, combine: 285 196 0.51449 indri
10017 Q0 chart-17, SorensenDice, jKali, combine: 286 197 0.51449 indri
10017 Q0 chart-17, SorensenDice, jMutRepair, combine: 287 198 0.51449 indri
10017 Q0 chart-17, Tarantula, ACS, combine: 288 199 0.51449 indri
10017 Q0 chart-17, Tarantula, SimFix, combine: 290 200 0.51449 indri
10017 Q0 chart-17, Tarantula, TBar, combine: 291 201 0.51449 indri
10017 Q0 chart-17, Tarantula, jGenProg, combine: 292 202 0.51449 indri
10017 Q0 chart-17, Tarantula, jKali, combine: 293 203 0.51449 indri
10017 Q0 chart-17, Tarantula, jMutRepair, combine: 294 204 0.51449 indri
10017 Q0 chart-17, Tarwid, ACS, combine: 295 205 0.51449 indri
10017 Q0 chart-17, Tarwid, SimFix, combine: 297 206 0.51449 indri
10017 Q0 chart-17, Tarwid, TBar, combine: 298 207 0.51449 indri
10017 Q0 chart-17, Tarwid, jGenProg, combine: 299 208 0.51449 indri
10017 Q0 chart-17, Tarwid, jKali, combine: 300 209 0.51449 indri
10017 Q0 chart-17, Tarwid, jMutRepair, combine: 301 210 0.51449 indri
10017 Q0 chart-17, Euclid, Nopol, combine: 65 211 0.50592 indri
