0 qid:10001 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-1, Ample, ACS, combine: 1
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Dice, Nopol, combine: 30
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Dice, SimFix, combine: 31
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Dice, TBar, combine: 32
1 qid:10012 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-12, Dstar, ACS, combine: 33
1 qid:10012 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-12, Dstar, Nopol, combine: 34
3 qid:10012 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-12, Dstar, SimFix, combine: 35
3 qid:10012 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-12, Dstar, TBar, combine: 36
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Euclid, ACS, combine: 37
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Euclid, Nopol, combine: 38
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Euclid, SimFix, combine: 39
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Euclid, TBar, combine: 40
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Fleiss, ACS, combine: 41
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Fleiss, Nopol, combine: 42
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Fleiss, SimFix, combine: 43
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Fleiss, TBar, combine: 44
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Fossum, ACS, combine: 45
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Fossum, Nopol, combine: 46
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Fossum, SimFix, combine: 47
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Fossum, TBar, combine: 48
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Goodman, ACS, combine: 49
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Goodman, Nopol, combine: 50
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Goodman, SimFix, combine: 51
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Goodman, TBar, combine: 52
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Gower, ACS, combine: 53
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Gower, Nopol, combine: 54
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Gower, SimFix, combine: 55
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Gower, TBar, combine: 56
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, GP13, ACS, combine: 57
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, GP13, Nopol, combine: 58
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, GP13, SimFix, combine: 59
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, GP13, TBar, combine: 60
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Hamann, ACS, combine: 61
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Hamann, Nopol, combine: 62
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Hamann, SimFix, combine: 63
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Hamann, TBar, combine: 64
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Hamming, ACS, combine: 65
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Hamming, Nopol, combine: 66
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Hamming, SimFix, combine: 67
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Hamming, TBar, combine: 68
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, HarmonicMean, ACS, combine: 69
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, HarmonicMean, Nopol, combine: 70
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, HarmonicMean, SimFix, combine: 71
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, HarmonicMean, TBar, combine: 72
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Jaccard, ACS, combine: 73
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Jaccard, Nopol, combine: 74
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Jaccard, SimFix, combine: 75
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Jaccard, TBar, combine: 76
1 qid:10012 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-12, Kulczynski1, ACS, combine: 77
1 qid:10012 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-12, Kulczynski1, Nopol, combine: 78
3 qid:10012 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-12, Kulczynski1, SimFix, combine: 79
3 qid:10012 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-12, Kulczynski1, TBar, combine: 80
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Kulczynskil2, ACS, combine: 81
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Kulczynskil2, Nopol, combine: 82
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Kulczynskil2, SimFix, combine: 83
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Kulczynskil2, TBar, combine: 84
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, M1, ACS, combine: 85
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, M1, Nopol, combine: 86
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, M1, SimFix, combine: 87
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, M1, TBar, combine: 88
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, M2, ACS, combine: 89
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, M2, Nopol, combine: 90
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, M2, SimFix, combine: 91
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, M2, TBar, combine: 92
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Michael, ACS, combine: 93
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Michael, Nopol, combine: 94
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Michael, SimFix, combine: 95
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Michael, TBar, combine: 96
1 qid:10012 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-12, Mountford, ACS, combine: 97
1 qid:10012 1:0 2:0.0 3:0.6 4:0.6 5:0 #chart-12, Mountford, Nopol, combine: 98
3 qid:10012 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-12, Mountford, SimFix, combine: 99
3 qid:10012 1:0 2:0.0 3:0.6 4:0.6 5:1 #chart-12, Mountford, TBar, combine: 100
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Ochiai, ACS, combine: 101
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Ochiai, Nopol, combine: 102
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Ochiai, SimFix, combine: 103
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Ochiai, TBar, combine: 104
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Ochiai2, ACS, combine: 105
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Ochiai2, Nopol, combine: 106
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Ochiai2, SimFix, combine: 107
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Ochiai2, TBar, combine: 108
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Optimal, ACS, combine: 109
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Optimal, Nopol, combine: 110
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Optimal, SimFix, combine: 111
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Optimal, TBar, combine: 112
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, OptimalP, ACS, combine: 113
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, OptimalP, Nopol, combine: 114
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, OptimalP, SimFix, combine: 115
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, OptimalP, TBar, combine: 116
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Overlap, ACS, combine: 117
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Overlap, Nopol, combine: 118
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Overlap, SimFix, combine: 119
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Overlap, TBar, combine: 120
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Phi, ACS, combine: 121
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Phi, Nopol, combine: 122
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Phi, SimFix, combine: 123
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Phi, TBar, combine: 124
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Pierce, ACS, combine: 125
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Pierce, Nopol, combine: 126
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Pierce, SimFix, combine: 127
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Pierce, TBar, combine: 128
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, RogersTanimoto, ACS, combine: 129
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, RogersTanimoto, Nopol, combine: 130
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, RogersTanimoto, SimFix, combine: 131
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, RogersTanimoto, TBar, combine: 132
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Rogot1, ACS, combine: 133
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Rogot1, Nopol, combine: 134
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Rogot1, SimFix, combine: 135
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Rogot1, TBar, combine: 136
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Rogot2, ACS, combine: 137
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Rogot2, Nopol, combine: 138
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Rogot2, SimFix, combine: 139
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Rogot2, TBar, combine: 140
1 qid:10012 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-12, RussellRao, ACS, combine: 141
1 qid:10012 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-12, RussellRao, Nopol, combine: 142
3 qid:10012 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-12, RussellRao, SimFix, combine: 143
3 qid:10012 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-12, RussellRao, TBar, combine: 144
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, SBI, ACS, combine: 145
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, SBI, Nopol, combine: 146
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, SBI, SimFix, combine: 147
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, SBI, TBar, combine: 148
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Scott, ACS, combine: 149
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Scott, Nopol, combine: 150
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Scott, SimFix, combine: 151
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Scott, TBar, combine: 152
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, SimpleMatching, ACS, combine: 153
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, SimpleMatching, Nopol, combine: 154
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, SimpleMatching, SimFix, combine: 155
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, SimpleMatching, TBar, combine: 156
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Sokal, ACS, combine: 157
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Sokal, Nopol, combine: 158
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Sokal, SimFix, combine: 159
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Sokal, TBar, combine: 160
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, SorensenDice, ACS, combine: 161
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, SorensenDice, Nopol, combine: 162
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, SorensenDice, SimFix, combine: 163
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, SorensenDice, TBar, combine: 164
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Tarantula, ACS, combine: 165
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Tarantula, Nopol, combine: 166
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Tarantula, SimFix, combine: 167
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Tarantula, TBar, combine: 168
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Tarwid, ACS, combine: 169
1 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:0 #chart-12, Tarwid, Nopol, combine: 170
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Tarwid, SimFix, combine: 171
3 qid:10012 1:0 2:0.0 3:0.0 4:0.4 5:1 #chart-12, Tarwid, TBar, combine: 172
1 qid:10012 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-12, Wong1, ACS, combine: 173
1 qid:10012 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-12, Wong1, Nopol, combine: 174
3 qid:10012 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-12, Wong1, SimFix, combine: 175
3 qid:10012 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-12, Wong1, TBar, combine: 176
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Wong2, ACS, combine: 177
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Wong2, Nopol, combine: 178
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Wong2, SimFix, combine: 179
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Wong2, TBar, combine: 180
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Wong3, ACS, combine: 181
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Wong3, Nopol, combine: 182
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Wong3, SimFix, combine: 183
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Wong3, TBar, combine: 184
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Zoltar, ACS, combine: 185
0 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-12, Zoltar, Nopol, combine: 186
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Zoltar, SimFix, combine: 187
2 qid:10012 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-12, Zoltar, TBar, combine: 188
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Ample, ACS, combine: 1
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Ample, Nopol, combine: 2
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Ample, SimFix, combine: 3
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Ample, TBar, combine: 4
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Anderberg, ACS, combine: 5
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Anderberg, Nopol, combine: 6
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Anderberg, SimFix, combine: 7
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Anderberg, TBar, combine: 8
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, ArithmeticMean, ACS, combine: 9
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, ArithmeticMean, Nopol, combine: 10
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, ArithmeticMean, SimFix, combine: 11
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, ArithmeticMean, TBar, combine: 12
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, BaroniUrbaniBuser, ACS, combine: 13
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, BaroniUrbaniBuser, Nopol, combine: 14
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, BaroniUrbaniBuser, SimFix, combine: 15
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, BaroniUrbaniBuser, TBar, combine: 16
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, BraunBanqust, ACS, combine: 17
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, BraunBanqust, Nopol, combine: 18
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, BraunBanqust, SimFix, combine: 19
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, BraunBanqust, TBar, combine: 20
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Cohen, ACS, combine: 21
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Cohen, Nopol, combine: 22
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Cohen, SimFix, combine: 23
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Cohen, TBar, combine: 24
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Dennis, ACS, combine: 25
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Dennis, Nopol, combine: 26
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Dennis, SimFix, combine: 27
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Dennis, TBar, combine: 28
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Dice, ACS, combine: 29
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Dice, Nopol, combine: 30
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Dice, SimFix, combine: 31
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Dice, TBar, combine: 32
0 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-13, Dstar, ACS, combine: 33
2 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-13, Dstar, Nopol, combine: 34
0 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-13, Dstar, SimFix, combine: 35
2 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-13, Dstar, TBar, combine: 36
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Euclid, ACS, combine: 37
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Euclid, Nopol, combine: 38
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Euclid, SimFix, combine: 39
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Euclid, TBar, combine: 40
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Fleiss, ACS, combine: 41
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Fleiss, Nopol, combine: 42
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Fleiss, SimFix, combine: 43
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Fleiss, TBar, combine: 44
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Fossum, ACS, combine: 45
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Fossum, Nopol, combine: 46
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Fossum, SimFix, combine: 47
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Fossum, TBar, combine: 48
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Goodman, ACS, combine: 49
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Goodman, Nopol, combine: 50
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Goodman, SimFix, combine: 51
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Goodman, TBar, combine: 52
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Gower, ACS, combine: 53
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Gower, Nopol, combine: 54
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Gower, SimFix, combine: 55
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Gower, TBar, combine: 56
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, GP13, ACS, combine: 57
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, GP13, Nopol, combine: 58
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, GP13, SimFix, combine: 59
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, GP13, TBar, combine: 60
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Hamann, ACS, combine: 61
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Hamann, Nopol, combine: 62
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Hamann, SimFix, combine: 63
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Hamann, TBar, combine: 64
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Hamming, ACS, combine: 65
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Hamming, Nopol, combine: 66
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Hamming, SimFix, combine: 67
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Hamming, TBar, combine: 68
0 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-13, HarmonicMean, ACS, combine: 69
2 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-13, HarmonicMean, Nopol, combine: 70
0 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-13, HarmonicMean, SimFix, combine: 71
2 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-13, HarmonicMean, TBar, combine: 72
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Jaccard, ACS, combine: 73
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Jaccard, Nopol, combine: 74
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Jaccard, SimFix, combine: 75
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Jaccard, TBar, combine: 76
0 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-13, Kulczynski1, ACS, combine: 77
2 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-13, Kulczynski1, Nopol, combine: 78
0 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-13, Kulczynski1, SimFix, combine: 79
2 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-13, Kulczynski1, TBar, combine: 80
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Kulczynskil2, ACS, combine: 81
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Kulczynskil2, Nopol, combine: 82
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, Kulczynskil2, SimFix, combine: 83
3 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:1 #chart-13, Kulczynskil2, TBar, combine: 84
0 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-13, M1, ACS, combine: 85
2 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-13, M1, Nopol, combine: 86
0 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:0 #chart-13, M1, SimFix, combine: 87
2 qid:10013 1:0 2:0.0 3:0.0 4:0.0 5:1 #chart-13, M1, TBar, combine: 88
1 qid:10013 1:1 2:1.0 3:1.0 4:1.0 5:0 #chart-13, M2, ACS, combine: 89
