10001 Q0 chart-1, Ample, SimFix, combine: 3 1 0.55337 indri
10013 Q0 chart-13, HarmonicMean, SimFix, combine: 122 307 0.5525 indri
10013 Q0 chart-13, HarmonicMean, jMutRepair, combine: 126 308 0.5525 indri
10013 Q0 chart-13, Kulczynski1, ACS, combine: 134 309 0.5525 indri
10013 Q0 chart-13, Kulczynski1, SimFix, combine: 136 310 0.5525 indri
10013 Q0 chart-13, Kulczynski1, jMutRepair, combine: 140 311 0.5525 indri
10013 Q0 chart-13, M1, ACS, combine: 148 312 0.5525 indri
10013 Q0 chart-13, M1, SimFix, combine: 150 313 0.5525 indri
10013 Q0 chart-13, M1, jMutRepair, combine: 154 314 0.5525 indri
10013 Q0 chart-13, Michael, ACS, combine: 162 315 0.5525 indri
10013 Q0 chart-13, Michael, SimFix, combine: 164 316 0.5525 indri
10013 Q0 chart-13, Michael, jMutRepair, combine: 168 317 0.5525 indri
10013 Q0 chart-13, Mountford, ACS, combine: 169 318 0.5525 indri
10013 Q0 chart-13, Mountford, SimFix, combine: 171 319 0.5525 indri
10013 Q0 chart-13, Mountford, jMutRepair, combine: 175 320 0.5525 indri
10013 Q0 chart-13, Optimal, ACS, combine: 190 321 0.5525 indri
10013 Q0 chart-13, Optimal, SimFix, combine: 192 322 0.5525 indri
10013 Q0 chart-13, Optimal, jMutRepair, combine: 196 323 0.5525 indri
10013 Q0 chart-13, Pierce, ACS, combine: 218 324 0.5525 indri
10013 Q0 chart-13, Pierce, SimFix, combine: 220 325 0.5525 indri
10013 Q0 chart-13, Pierce, jMutRepair, combine: 224 326 0.5525 indri
10013 Q0 chart-13, Zoltar, ACS, combine: 323 327 0.5525 indri
10013 Q0 chart-13, Zoltar, SimFix, combine: 325 328 0.5525 indri
10013 Q0 chart-13, Zoltar, jMutRepair, combine: 329 329 0.5525 indri
10014 Q0 chart-14, Anderberg, ACS, combine: 8 1 0.55789 indri
10014 Q0 chart-14, Anderberg, TBar, combine: 11 2 0.55789 indri
10014 Q0 chart-14, ArithmeticMean, ACS, combine: 15 3 0.55789 indri
10014 Q0 chart-14, ArithmeticMean, TBar, combine: 18 4 0.55789 indri
10014 Q0 chart-14, BaroniUrbaniBuser, ACS, combine: 22 5 0.55789 indri
10014 Q0 chart-14, BaroniUrbaniBuser, TBar, combine: 25 6 0.55789 indri
10014 Q0 chart-14, BraunBanqust, ACS, combine: 29 7 0.55789 indri
10014 Q0 chart-14, BraunBanqust, TBar, combine: 32 8 0.55789 indri
10014 Q0 chart-14, Cohen, ACS, combine: 36 9 0.55789 indri
10014 Q0 chart-14, Cohen, TBar, combine: 39 10 0.55789 indri
10014 Q0 chart-14, Dennis, ACS, combine: 43 11 0.55789 indri
10014 Q0 chart-14, Dennis, TBar, combine: 46 12 0.55789 indri
10014 Q0 chart-14, Dice, ACS, combine: 50 13 0.55789 indri
10014 Q0 chart-14, Dice, TBar, combine: 53 14 0.55789 indri
10014 Q0 chart-14, Euclid, ACS, combine: 64 15 0.55789 indri
10014 Q0 chart-14, Euclid, TBar, combine: 67 16 0.55789 indri
10014 Q0 chart-14, Fossum, ACS, combine: 78 17 0.55789 indri
10014 Q0 chart-14, Fossum, TBar, combine: 81 18 0.55789 indri
10014 Q0 chart-14, Goodman, ACS, combine: 85 19 0.55789 indri
10014 Q0 chart-14, Goodman, TBar, combine: 88 20 0.55789 indri
10014 Q0 chart-14, Gower, ACS, combine: 92 21 0.55789 indri
10014 Q0 chart-14, Gower, TBar, combine: 95 22 0.55789 indri
10014 Q0 chart-14, GP13, ACS, combine: 99 23 0.55789 indri
10014 Q0 chart-14, GP13, TBar, combine: 102 24 0.55789 indri
10014 Q0 chart-14, Hamann, ACS, combine: 106 25 0.55789 indri
10014 Q0 chart-14, Hamann, TBar, combine: 109 26 0.55789 indri
10014 Q0 chart-14, Hamming, ACS, combine: 113 27 0.55789 indri
10014 Q0 chart-14, Hamming, TBar, combine: 116 28 0.55789 indri
10014 Q0 chart-14, Jaccard, ACS, combine: 127 29 0.55789 indri
10014 Q0 chart-14, Jaccard, TBar, combine: 130 30 0.55789 indri
10014 Q0 chart-14, Kulczynski1, ACS, combine: 134 31 0.55789 indri
10014 Q0 chart-14, Kulczynski1, TBar, combine: 137 32 0.55789 indri
10014 Q0 chart-14, Kulczynskil2, ACS, combine: 141 33 0.55789 indri
10014 Q0 chart-14, Kulczynskil2, TBar, combine: 144 34 0.55789 indri
10014 Q0 chart-14, M1, ACS, combine: 148 35 0.55789 indri
10014 Q0 chart-14, M1, TBar, combine: 151 36 0.55789 indri
10014 Q0 chart-14, Mountford, ACS, combine: 169 37 0.55789 indri
10014 Q0 chart-14, Mountford, TBar, combine: 172 38 0.55789 indri
10014 Q0 chart-14, Ochiai, ACS, combine: 176 39 0.55789 indri
10014 Q0 chart-14, Ochiai, TBar, combine: 179 40 0.55789 indri
10014 Q0 chart-14, Ochiai2, ACS, combine: 183 41 0.55789 indri
10014 Q0 chart-14, Ochiai2, TBar, combine: 186 42 0.55789 indri
10014 Q0 chart-14, Phi, ACS, combine: 211 43 0.55789 indri
10014 Q0 chart-14, Phi, TBar, combine: 214 44 0.55789 indri
10014 Q0 chart-14, RogersTanimoto, ACS, combine: 225 45 0.55789 indri
10014 Q0 chart-14, RogersTanimoto, TBar, combine: 228 46 0.55789 indri
10014 Q0 chart-14, Rogot1, ACS, combine: 232 47 0.55789 indri
10014 Q0 chart-14, Rogot1, TBar, combine: 235 48 0.55789 indri
10014 Q0 chart-14, Rogot2, ACS, combine: 239 49 0.55789 indri
10014 Q0 chart-14, Rogot2, TBar, combine: 242 50 0.55789 indri
10014 Q0 chart-14, SBI, ACS, combine: 253 51 0.55789 indri
10014 Q0 chart-14, SBI, TBar, combine: 256 52 0.55789 indri
10014 Q0 chart-14, Scott, ACS, combine: 260 53 0.55789 indri
10014 Q0 chart-14, Scott, TBar, combine: 263 54 0.55789 indri
10014 Q0 chart-14, SimpleMatching, ACS, combine: 267 55 0.55789 indri
10014 Q0 chart-14, SimpleMatching, TBar, combine: 270 56 0.55789 indri
10014 Q0 chart-14, Sokal, ACS, combine: 274 57 0.55789 indri
10014 Q0 chart-14, Sokal, TBar, combine: 277 58 0.55789 indri
10014 Q0 chart-14, SorensenDice, ACS, combine: 281 59 0.55789 indri
10014 Q0 chart-14, SorensenDice, TBar, combine: 284 60 0.55789 indri
10014 Q0 chart-14, Tarantula, ACS, combine: 288 61 0.55789 indri
10014 Q0 chart-14, Tarantula, TBar, combine: 291 62 0.55789 indri
10014 Q0 chart-14, Tarwid, ACS, combine: 295 63 0.55789 indri
10014 Q0 chart-14, Tarwid, TBar, combine: 298 64 0.55789 indri
10014 Q0 chart-14, Wong2, ACS, combine: 309 65 0.55789 indri
10014 Q0 chart-14, Wong2, TBar, combine: 312 66 0.55789 indri
10014 Q0 chart-14, Anderberg, Nopol, combine: 9 67 0.55704 indri
10014 Q0 chart-14, Anderberg, SimFix, combine: 10 68 0.55704 indri
10014 Q0 chart-14, Anderberg, jGenProg, combine: 12 69 0.55704 indri
10014 Q0 chart-14, Anderberg, jKali, combine: 13 70 0.55704 indri
10014 Q0 chart-14, Anderberg, jMutRepair, combine: 14 71 0.55704 indri
10014 Q0 chart-14, ArithmeticMean, Nopol, combine: 16 72 0.55704 indri
10014 Q0 chart-14, ArithmeticMean, SimFix, combine: 17 73 0.55704 indri
10014 Q0 chart-14, ArithmeticMean, jGenProg, combine: 19 74 0.55704 indri
10014 Q0 chart-14, ArithmeticMean, jKali, combine: 20 75 0.55704 indri
10014 Q0 chart-14, ArithmeticMean, jMutRepair, combine: 21 76 0.55704 indri
10014 Q0 chart-14, BaroniUrbaniBuser, Nopol, combine: 23 77 0.55704 indri
10014 Q0 chart-14, BaroniUrbaniBuser, SimFix, combine: 24 78 0.55704 indri
10014 Q0 chart-14, BaroniUrbaniBuser, jGenProg, combine: 26 79 0.55704 indri
10014 Q0 chart-14, BaroniUrbaniBuser, jKali, combine: 27 80 0.55704 indri
10014 Q0 chart-14, BaroniUrbaniBuser, jMutRepair, combine: 28 81 0.55704 indri
10014 Q0 chart-14, BraunBanqust, Nopol, combine: 30 82 0.55704 indri
10014 Q0 chart-14, BraunBanqust, SimFix, combine: 31 83 0.55704 indri
10014 Q0 chart-14, BraunBanqust, jGenProg, combine: 33 84 0.55704 indri
10014 Q0 chart-14, BraunBanqust, jKali, combine: 34 85 0.55704 indri
10014 Q0 chart-14, BraunBanqust, jMutRepair, combine: 35 86 0.55704 indri
10014 Q0 chart-14, Cohen, Nopol, combine: 37 87 0.55704 indri
10014 Q0 chart-14, Cohen, SimFix, combine: 38 88 0.55704 indri
10014 Q0 chart-14, Cohen, jGenProg, combine: 40 89 0.55704 indri
10014 Q0 chart-14, Cohen, jKali, combine: 41 90 0.55704 indri
10014 Q0 chart-14, Cohen, jMutRepair, combine: 42 91 0.55704 indri
10014 Q0 chart-14, Dennis, Nopol, combine: 44 92 0.55704 indri
10014 Q0 chart-14, Dennis, SimFix, combine: 45 93 0.55704 indri
10014 Q0 chart-14, Dennis, jGenProg, combine: 47 94 0.55704 indri
10014 Q0 chart-14, Dennis, jKali, combine: 48 95 0.55704 indri
10014 Q0 chart-14, Dennis, jMutRepair, combine: 49 96 0.55704 indri
10014 Q0 chart-14, Dice, Nopol, combine: 51 97 0.55704 indri
10014 Q0 chart-14, Dice, SimFix, combine: 52 98 0.55704 indri
10014 Q0 chart-14, Dice, jGenProg, combine: 54 99 0.55704 indri
10014 Q0 chart-14, Dice, jKali, combine: 55 100 0.55704 indri
10014 Q0 chart-14, Dice, jMutRepair, combine: 56 101 0.55704 indri
10014 Q0 chart-14, Euclid, Nopol, combine: 65 102 0.55704 indri
10014 Q0 chart-14, Euclid, SimFix, combine: 66 103 0.55704 indri
10014 Q0 chart-14, Euclid, jGenProg, combine: 68 104 0.55704 indri
10014 Q0 chart-14, Euclid, jKali, combine: 69 105 0.55704 indri
10014 Q0 chart-14, Euclid, jMutRepair, combine: 70 106 0.55704 indri
10014 Q0 chart-14, Fossum, Nopol, combine: 79 107 0.55704 indri
10014 Q0 chart-14, Fossum, SimFix, combine: 80 108 0.55704 indri
10014 Q0 chart-14, Fossum, jGenProg, combine: 82 109 0.55704 indri
10014 Q0 chart-14, Fossum, jKali, combine: 83 110 0.55704 indri
10014 Q0 chart-14, Fossum, jMutRepair, combine: 84 111 0.55704 indri
10014 Q0 chart-14, Goodman, Nopol, combine: 86 112 0.55704 indri
10014 Q0 chart-14, Goodman, SimFix, combine: 87 113 0.55704 indri
10014 Q0 chart-14, Goodman, jGenProg, combine: 89 114 0.55704 indri
10014 Q0 chart-14, Goodman, jKali, combine: 90 115 0.55704 indri
10014 Q0 chart-14, Goodman, jMutRepair, combine: 91 116 0.55704 indri
10014 Q0 chart-14, Gower, Nopol, combine: 93 117 0.55704 indri
10014 Q0 chart-14, Gower, SimFix, combine: 94 118 0.55704 indri
10014 Q0 chart-14, Gower, jGenProg, combine: 96 119 0.55704 indri
10014 Q0 chart-14, Gower, jKali, combine: 97 120 0.55704 indri
10014 Q0 chart-14, Gower, jMutRepair, combine: 98 121 0.55704 indri
10014 Q0 chart-14, GP13, Nopol, combine: 100 122 0.55704 indri
10014 Q0 chart-14, GP13, SimFix, combine: 101 123 0.55704 indri
10014 Q0 chart-14, GP13, jGenProg, combine: 103 124 0.55704 indri
10014 Q0 chart-14, GP13, jKali, combine: 104 125 0.55704 indri
10014 Q0 chart-14, GP13, jMutRepair, combine: 105 126 0.55704 indri
10014 Q0 chart-14, Hamann, Nopol, combine: 107 127 0.55704 indri
10014 Q0 chart-14, Hamann, SimFix, combine: 108 128 0.55704 indri
10014 Q0 chart-14, Hamann, jGenProg, combine: 110 129 0.55704 indri
10014 Q0 chart-14, Hamann, jKali, combine: 111 130 0.55704 indri
10014 Q0 chart-14, Hamann, jMutRepair, combine: 112 131 0.55704 indri
10014 Q0 chart-14, Hamming, Nopol, combine: 114 132 0.55704 indri
10014 Q0 chart-14, Hamming, SimFix, combine: 115 133 0.55704 indri
10014 Q0 chart-14, Hamming, jGenProg, combine: 117 134 0.55704 indri
10014 Q0 chart-14, Hamming, jKali, combine: 118 135 0.55704 indri
10014 Q0 chart-14, Hamming, jMutRepair, combine: 119 136 0.55704 indri
10014 Q0 chart-14, Jaccard, Nopol, combine: 128 137 0.55704 indri
10014 Q0 chart-14, Jaccard, SimFix, combine: 129 138 0.55704 indri
10014 Q0 chart-14, Jaccard, jGenProg, combine: 131 139 0.55704 indri
10014 Q0 chart-14, Jaccard, jKali, combine: 132 140 0.55704 indri
10014 Q0 chart-14, Jaccard, jMutRepair, combine: 133 141 0.55704 indri
10014 Q0 chart-14, Kulczynski1, Nopol, combine: 135 142 0.55704 indri
10014 Q0 chart-14, Kulczynski1, SimFix, combine: 136 143 0.55704 indri
10014 Q0 chart-14, Kulczynski1, jGenProg, combine: 138 144 0.55704 indri
10014 Q0 chart-14, Kulczynski1, jKali, combine: 139 145 0.55704 indri
10014 Q0 chart-14, Kulczynski1, jMutRepair, combine: 140 146 0.55704 indri
10014 Q0 chart-14, Kulczynskil2, Nopol, combine: 142 147 0.55704 indri
10014 Q0 chart-14, Kulczynskil2, SimFix, combine: 143 148 0.55704 indri
10014 Q0 chart-14, Kulczynskil2, jGenProg, combine: 145 149 0.55704 indri
10014 Q0 chart-14, Kulczynskil2, jKali, combine: 146 150 0.55704 indri
10014 Q0 chart-14, Kulczynskil2, jMutRepair, combine: 147 151 0.55704 indri
10014 Q0 chart-14, M1, Nopol, combine: 149 152 0.55704 indri
10014 Q0 chart-14, M1, SimFix, combine: 150 153 0.55704 indri
10014 Q0 chart-14, M1, jGenProg, combine: 152 154 0.55704 indri
10014 Q0 chart-14, M1, jKali, combine: 153 155 0.55704 indri
10014 Q0 chart-14, M1, jMutRepair, combine: 154 156 0.55704 indri
10014 Q0 chart-14, Mountford, Nopol, combine: 170 157 0.55704 indri
10014 Q0 chart-14, Mountford, SimFix, combine: 171 158 0.55704 indri
10014 Q0 chart-14, Mountford, jGenProg, combine: 173 159 0.55704 indri
10014 Q0 chart-14, Mountford, jKali, combine: 174 160 0.55704 indri
10014 Q0 chart-14, Mountford, jMutRepair, combine: 175 161 0.55704 indri
10014 Q0 chart-14, Ochiai, Nopol, combine: 177 162 0.55704 indri
10014 Q0 chart-14, Ochiai, SimFix, combine: 178 163 0.55704 indri
10014 Q0 chart-14, Ochiai, jGenProg, combine: 180 164 0.55704 indri
10014 Q0 chart-14, Ochiai, jKali, combine: 181 165 0.55704 indri
10014 Q0 chart-14, Ochiai, jMutRepair, combine: 182 166 0.55704 indri
10014 Q0 chart-14, Ochiai2, Nopol, combine: 184 167 0.55704 indri
10014 Q0 chart-14, Ochiai2, SimFix, combine: 185 168 0.55704 indri
10014 Q0 chart-14, Ochiai2, jGenProg, combine: 187 169 0.55704 indri
10014 Q0 chart-14, Ochiai2, jKali, combine: 188 170 0.55704 indri
10014 Q0 chart-14, Ochiai2, jMutRepair, combine: 189 171 0.55704 indri
10014 Q0 chart-14, Phi, Nopol, combine: 212 172 0.55704 indri
10014 Q0 chart-14, Phi, SimFix, combine: 213 173 0.55704 indri
10014 Q0 chart-14, Phi, jGenProg, combine: 215 174 0.55704 indri
10014 Q0 chart-14, Phi, jKali, combine: 216 175 0.55704 indri
10014 Q0 chart-14, Phi, jMutRepair, combine: 217 176 0.55704 indri
10014 Q0 chart-14, RogersTanimoto, Nopol, combine: 226 177 0.55704 indri
10014 Q0 chart-14, RogersTanimoto, SimFix, combine: 227 178 0.55704 indri
10014 Q0 chart-14, RogersTanimoto, jGenProg, combine: 229 179 0.55704 indri
10014 Q0 chart-14, RogersTanimoto, jKali, combine: 230 180 0.55704 indri
10014 Q0 chart-14, RogersTanimoto, jMutRepair, combine: 231 181 0.55704 indri
10014 Q0 chart-14, Rogot1, Nopol, combine: 233 182 0.55704 indri
10014 Q0 chart-14, Rogot1, SimFix, combine: 234 183 0.55704 indri
10014 Q0 chart-14, Rogot1, jGenProg, combine: 236 184 0.55704 indri
10014 Q0 chart-14, Rogot1, jKali, combine: 237 185 0.55704 indri
10014 Q0 chart-14, Rogot1, jMutRepair, combine: 238 186 0.55704 indri
10014 Q0 chart-14, Rogot2, Nopol, combine: 240 187 0.55704 indri
10014 Q0 chart-14, Rogot2, SimFix, combine: 241 188 0.55704 indri
10014 Q0 chart-14, Rogot2, jGenProg, combine: 243 189 0.55704 indri
10014 Q0 chart-14, Rogot2, jKali, combine: 244 190 0.55704 indri
10014 Q0 chart-14, Rogot2, jMutRepair, combine: 245 191 0.55704 indri
10014 Q0 chart-14, SBI, Nopol, combine: 254 192 0.55704 indri
10014 Q0 chart-14, SBI, SimFix, combine: 255 193 0.55704 indri
10014 Q0 chart-14, SBI, jGenProg, combine: 257 194 0.55704 indri
10014 Q0 chart-14, SBI, jKali, combine: 258 195 0.55704 indri
10014 Q0 chart-14, SBI, jMutRepair, combine: 259 196 0.55704 indri
10014 Q0 chart-14, Scott, Nopol, combine: 261 197 0.55704 indri
10014 Q0 chart-14, Scott, SimFix, combine: 262 198 0.55704 indri
10014 Q0 chart-14, Scott, jGenProg, combine: 264 199 0.55704 indri
10014 Q0 chart-14, Scott, jKali, combine: 265 200 0.55704 indri
10014 Q0 chart-14, Scott, jMutRepair, combine: 266 201 0.55704 indri
10014 Q0 chart-14, SimpleMatching, Nopol, combine: 268 202 0.55704 indri
10014 Q0 chart-14, SimpleMatching, SimFix, combine: 269 203 0.55704 indri
10014 Q0 chart-14, SimpleMatching, jGenProg, combine: 271 204 0.55704 indri
10014 Q0 chart-14, SimpleMatching, jKali, combine: 272 205 0.55704 indri
10014 Q0 chart-14, SimpleMatching, jMutRepair, combine: 273 206 0.55704 indri
10014 Q0 chart-14, Sokal, Nopol, combine: 275 207 0.55704 indri
10014 Q0 chart-14, Sokal, SimFix, combine: 276 208 0.55704 indri
10014 Q0 chart-14, Sokal, jGenProg, combine: 278 209 0.55704 indri
10014 Q0 chart-14, Sokal, jKali, combine: 279 210 0.55704 indri
10014 Q0 chart-14, Sokal, jMutRepair, combine: 280 211 0.55704 indri
10014 Q0 chart-14, SorensenDice, Nopol, combine: 282 212 0.55704 indri
10014 Q0 chart-14, SorensenDice, SimFix, combine: 283 213 0.55704 indri
10014 Q0 chart-14, SorensenDice, jGenProg, combine: 285 214 0.55704 indri
10014 Q0 chart-14, SorensenDice, jKali, combine: 286 215 0.55704 indri
10014 Q0 chart-14, SorensenDice, jMutRepair, combine: 287 216 0.55704 indri
10014 Q0 chart-14, Tarantula, Nopol, combine: 289 217 0.55704 indri
10014 Q0 chart-14, Tarantula, SimFix, combine: 290 218 0.55704 indri
10014 Q0 chart-14, Tarantula, jGenProg, combine: 292 219 0.55704 indri
10014 Q0 chart-14, Tarantula, jKali, combine: 293 220 0.55704 indri
10014 Q0 chart-14, Tarantula, jMutRepair, combine: 294 221 0.55704 indri
10014 Q0 chart-14, Tarwid, Nopol, combine: 296 222 0.55704 indri
10014 Q0 chart-14, Tarwid, SimFix, combine: 297 223 0.55704 indri
10014 Q0 chart-14, Tarwid, jGenProg, combine: 299 224 0.55704 indri
10014 Q0 chart-14, Tarwid, jKali, combine: 300 225 0.55704 indri
10014 Q0 chart-14, Tarwid, jMutRepair, combine: 301 226 0.55704 indri
10014 Q0 chart-14, Wong2, Nopol, combine: 310 227 0.55704 indri
10014 Q0 chart-14, Wong2, SimFix, combine: 311 228 0.55704 indri
10014 Q0 chart-14, Wong2, jGenProg, combine: 313 229 0.55704 indri
10014 Q0 chart-14, Wong2, jKali, combine: 314 230 0.55704 indri
10014 Q0 chart-14, Wong2, jMutRepair, combine: 315 231 0.55704 indri
10014 Q0 chart-14, Dstar, ACS, combine: 57 232 0.5539 indri
10014 Q0 chart-14, Dstar, TBar, combine: 60 233 0.5539 indri
10014 Q0 chart-14, Ample, ACS, combine: 1 234 0.55337 indri
10014 Q0 chart-14, Ample, TBar, combine: 4 235 0.55337 indri
10014 Q0 chart-14, Fleiss, ACS, combine: 71 236 0.55337 indri
10014 Q0 chart-14, Fleiss, TBar, combine: 74 237 0.55337 indri
10014 Q0 chart-14, HarmonicMean, ACS, combine: 120 238 0.55337 indri
10014 Q0 chart-14, HarmonicMean, TBar, combine: 123 239 0.55337 indri
10014 Q0 chart-14, M2, ACS, combine: 155 240 0.55337 indri
10014 Q0 chart-14, M2, TBar, combine: 158 241 0.55337 indri
10014 Q0 chart-14, Michael, ACS, combine: 162 242 0.55337 indri
10014 Q0 chart-14, Michael, TBar, combine: 165 243 0.55337 indri
10014 Q0 chart-14, Optimal, ACS, combine: 190 244 0.55337 indri
10014 Q0 chart-14, Optimal, TBar, combine: 193 245 0.55337 indri
10014 Q0 chart-14, OptimalP, ACS, combine: 197 246 0.55337 indri
10014 Q0 chart-14, OptimalP, TBar, combine: 200 247 0.55337 indri
10014 Q0 chart-14, Overlap, ACS, combine: 204 248 0.55337 indri
10014 Q0 chart-14, Overlap, TBar, combine: 207 249 0.55337 indri
10014 Q0 chart-14, Pierce, ACS, combine: 218 250 0.55337 indri
10014 Q0 chart-14, Pierce, TBar, combine: 221 251 0.55337 indri
10014 Q0 chart-14, RussellRao, ACS, combine: 246 252 0.55337 indri
10014 Q0 chart-14, RussellRao, TBar, combine: 249 253 0.55337 indri
10014 Q0 chart-14, Wong1, ACS, combine: 302 254 0.55337 indri
10014 Q0 chart-14, Wong1, TBar, combine: 305 255 0.55337 indri
10014 Q0 chart-14, Wong3, ACS, combine: 316 256 0.55337 indri
10014 Q0 chart-14, Wong3, TBar, combine: 319 257 0.55337 indri
10014 Q0 chart-14, Zoltar, ACS, combine: 323 258 0.55337 indri
10014 Q0 chart-14, Zoltar, TBar, combine: 326 259 0.55337 indri
10014 Q0 chart-14, Dstar, Nopol, combine: 58 260 0.55303 indri
10014 Q0 chart-14, Dstar, SimFix, combine: 59 261 0.55303 indri
10014 Q0 chart-14, Dstar, jGenProg, combine: 61 262 0.55303 indri
10014 Q0 chart-14, Dstar, jKali, combine: 62 263 0.55303 indri
10014 Q0 chart-14, Dstar, jMutRepair, combine: 63 264 0.55303 indri
10014 Q0 chart-14, Ample, Nopol, combine: 2 265 0.5525 indri
10014 Q0 chart-14, Ample, SimFix, combine: 3 266 0.5525 indri
10014 Q0 chart-14, Ample, jGenProg, combine: 5 267 0.5525 indri
10014 Q0 chart-14, Ample, jKali, combine: 6 268 0.5525 indri
10014 Q0 chart-14, Ample, jMutRepair, combine: 7 269 0.5525 indri
10014 Q0 chart-14, Fleiss, Nopol, combine: 72 270 0.5525 indri
10014 Q0 chart-14, Fleiss, SimFix, combine: 73 271 0.5525 indri
10014 Q0 chart-14, Fleiss, jGenProg, combine: 75 272 0.5525 indri
10014 Q0 chart-14, Fleiss, jKali, combine: 76 273 0.5525 indri
10014 Q0 chart-14, Fleiss, jMutRepair, combine: 77 274 0.5525 indri
10014 Q0 chart-14, HarmonicMean, Nopol, combine: 121 275 0.5525 indri
10014 Q0 chart-14, HarmonicMean, SimFix, combine: 122 276 0.5525 indri
10014 Q0 chart-14, HarmonicMean, jGenProg, combine: 124 277 0.5525 indri
10014 Q0 chart-14, HarmonicMean, jKali, combine: 125 278 0.5525 indri
10014 Q0 chart-14, HarmonicMean, jMutRepair, combine: 126 279 0.5525 indri
10014 Q0 chart-14, M2, Nopol, combine: 156 280 0.5525 indri
10014 Q0 chart-14, M2, SimFix, combine: 157 281 0.5525 indri
10014 Q0 chart-14, M2, jGenProg, combine: 159 282 0.5525 indri
10014 Q0 chart-14, M2, jKali, combine: 160 283 0.5525 indri
10014 Q0 chart-14, M2, jMutRepair, combine: 161 284 0.5525 indri
10014 Q0 chart-14, Michael, Nopol, combine: 163 285 0.5525 indri
10014 Q0 chart-14, Michael, SimFix, combine: 164 286 0.5525 indri
10014 Q0 chart-14, Michael, jGenProg, combine: 166 287 0.5525 indri
10014 Q0 chart-14, Michael, jKali, combine: 167 288 0.5525 indri
10014 Q0 chart-14, Michael, jMutRepair, combine: 168 289 0.5525 indri
10014 Q0 chart-14, Optimal, Nopol, combine: 191 290 0.5525 indri
10014 Q0 chart-14, Optimal, SimFix, combine: 192 291 0.5525 indri
10014 Q0 chart-14, Optimal, jGenProg, combine: 194 292 0.5525 indri
10014 Q0 chart-14, Optimal, jKali, combine: 195 293 0.5525 indri
10014 Q0 chart-14, Optimal, jMutRepair, combine: 196 294 0.5525 indri
10014 Q0 chart-14, OptimalP, Nopol, combine: 198 295 0.5525 indri
10014 Q0 chart-14, OptimalP, SimFix, combine: 199 296 0.5525 indri
10014 Q0 chart-14, OptimalP, jGenProg, combine: 201 297 0.5525 indri
10014 Q0 chart-14, OptimalP, jKali, combine: 202 298 0.5525 indri
10014 Q0 chart-14, OptimalP, jMutRepair, combine: 203 299 0.5525 indri
10014 Q0 chart-14, Overlap, Nopol, combine: 205 300 0.5525 indri
10014 Q0 chart-14, Overlap, SimFix, combine: 206 301 0.5525 indri
10014 Q0 chart-14, Overlap, jGenProg, combine: 208 302 0.5525 indri
10014 Q0 chart-14, Overlap, jKali, combine: 209 303 0.5525 indri
10014 Q0 chart-14, Overlap, jMutRepair, combine: 210 304 0.5525 indri
10014 Q0 chart-14, Pierce, Nopol, combine: 219 305 0.5525 indri
10014 Q0 chart-14, Pierce, SimFix, combine: 220 306 0.5525 indri
10014 Q0 chart-14, Pierce, jGenProg, combine: 222 307 0.5525 indri
10014 Q0 chart-14, Pierce, jKali, combine: 223 308 0.5525 indri
10014 Q0 chart-14, Pierce, jMutRepair, combine: 224 309 0.5525 indri
10014 Q0 chart-14, RussellRao, Nopol, combine: 247 310 0.5525 indri
10014 Q0 chart-14, RussellRao, SimFix, combine: 248 311 0.5525 indri
10014 Q0 chart-14, RussellRao, jGenProg, combine: 250 312 0.5525 indri
10014 Q0 chart-14, RussellRao, jKali, combine: 251 313 0.5525 indri
10014 Q0 chart-14, RussellRao, jMutRepair, combine: 252 314 0.5525 indri
10014 Q0 chart-14, Wong1, Nopol, combine: 303 315 0.5525 indri
10014 Q0 chart-14, Wong1, SimFix, combine: 304 316 0.5525 indri
10014 Q0 chart-14, Wong1, jGenProg, combine: 306 317 0.5525 indri
10014 Q0 chart-14, Wong1, jKali, combine: 307 318 0.5525 indri
10014 Q0 chart-14, Wong1, jMutRepair, combine: 308 319 0.5525 indri
10014 Q0 chart-14, Wong3, Nopol, combine: 317 320 0.5525 indri
10014 Q0 chart-14, Wong3, SimFix, combine: 318 321 0.5525 indri
10014 Q0 chart-14, Wong3, jGenProg, combine: 320 322 0.5525 indri
10014 Q0 chart-14, Wong3, jKali, combine: 321 323 0.5525 indri
10014 Q0 chart-14, Wong3, jMutRepair, combine: 322 324 0.5525 indri
10014 Q0 chart-14, Zoltar, Nopol, combine: 324 325 0.5525 indri
10014 Q0 chart-14, Zoltar, SimFix, combine: 325 326 0.5525 indri
10014 Q0 chart-14, Zoltar, jGenProg, combine: 327 327 0.5525 indri
10014 Q0 chart-14, Zoltar, jKali, combine: 328 328 0.5525 indri
10014 Q0 chart-14, Zoltar, jMutRepair, combine: 329 329 0.5525 indri
10015 Q0 chart-15, Ample, SimFix, combine: 3 1 0.55337 indri
10015 Q0 chart-15, Ample, jKali, combine: 6 2 0.55337 indri
10015 Q0 chart-15, Anderberg, SimFix, combine: 10 3 0.55337 indri
10015 Q0 chart-15, Anderberg, jKali, combine: 13 4 0.55337 indri
10015 Q0 chart-15, ArithmeticMean, SimFix, combine: 17 5 0.55337 indri
10015 Q0 chart-15, ArithmeticMean, jKali, combine: 20 6 0.55337 indri
10015 Q0 chart-15, BaroniUrbaniBuser, SimFix, combine: 24 7 0.55337 indri
10015 Q0 chart-15, BaroniUrbaniBuser, jKali, combine: 27 8 0.55337 indri
