0 qid:50001 1:0 2:1 3:1 4:1 5:0.0 #lang-1, DStar, ACS, combine: 1
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, Ochiai, ACS, combine: 9
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, Ochiai, Nopol, combine: 10
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, Ochiai, SimFix, combine: 11
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, Ochiai, TBar, combine: 12
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, Tarantula, ACS, combine: 13
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, Tarantula, Nopol, combine: 14
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, Tarantula, SimFix, combine: 15
0 qid:50034 1:0 2:0 3:0 4:0 5:0.0 #lang-34, Tarantula, TBar, combine: 16
1 qid:50035 1:0 2:0 3:0 4:0 5:1.0 #lang-35, DStar, ACS, combine: 1
0 qid:50035 1:0 2:0 3:0 4:0 5:0.0 #lang-35, DStar, Nopol, combine: 2
0 qid:50035 1:0 2:0 3:0 4:0 5:0.0 #lang-35, DStar, SimFix, combine: 3
0 qid:50035 1:0 2:0 3:0 4:0 5:0.0 #lang-35, DStar, TBar, combine: 4
1 qid:50035 1:0 2:1 3:1 4:1 5:1.0 #lang-35, Jaccard, ACS, combine: 5
0 qid:50035 1:0 2:1 3:1 4:1 5:0.0 #lang-35, Jaccard, Nopol, combine: 6
0 qid:50035 1:0 2:1 3:1 4:1 5:0.0 #lang-35, Jaccard, SimFix, combine: 7
0 qid:50035 1:0 2:1 3:1 4:1 5:0.0 #lang-35, Jaccard, TBar, combine: 8
1 qid:50035 1:0 2:1 3:1 4:1 5:1.0 #lang-35, Ochiai, ACS, combine: 9
0 qid:50035 1:0 2:1 3:1 4:1 5:0.0 #lang-35, Ochiai, Nopol, combine: 10
0 qid:50035 1:0 2:1 3:1 4:1 5:0.0 #lang-35, Ochiai, SimFix, combine: 11
0 qid:50035 1:0 2:1 3:1 4:1 5:0.0 #lang-35, Ochiai, TBar, combine: 12
1 qid:50035 1:0 2:1 3:1 4:1 5:1.0 #lang-35, Tarantula, ACS, combine: 13
0 qid:50035 1:0 2:1 3:1 4:1 5:0.0 #lang-35, Tarantula, Nopol, combine: 14
0 qid:50035 1:0 2:1 3:1 4:1 5:0.0 #lang-35, Tarantula, SimFix, combine: 15
0 qid:50035 1:0 2:1 3:1 4:1 5:0.0 #lang-35, Tarantula, TBar, combine: 16
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, DStar, ACS, combine: 1
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, DStar, Nopol, combine: 2
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, DStar, SimFix, combine: 3
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, DStar, TBar, combine: 4
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, Jaccard, ACS, combine: 5
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, Jaccard, Nopol, combine: 6
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, Jaccard, SimFix, combine: 7
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, Jaccard, TBar, combine: 8
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, Ochiai, ACS, combine: 9
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, Ochiai, Nopol, combine: 10
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, Ochiai, SimFix, combine: 11
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, Ochiai, TBar, combine: 12
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, Tarantula, ACS, combine: 13
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, Tarantula, Nopol, combine: 14
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, Tarantula, SimFix, combine: 15
0 qid:50036 1:0 2:0 3:0 4:0 5:0.0 #lang-36, Tarantula, TBar, combine: 16
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, DStar, ACS, combine: 1
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, DStar, Nopol, combine: 2
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, DStar, SimFix, combine: 3
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, DStar, TBar, combine: 4
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, Jaccard, ACS, combine: 5
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, Jaccard, Nopol, combine: 6
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, Jaccard, SimFix, combine: 7
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, Jaccard, TBar, combine: 8
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, Ochiai, ACS, combine: 9
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, Ochiai, Nopol, combine: 10
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, Ochiai, SimFix, combine: 11
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, Ochiai, TBar, combine: 12
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, Tarantula, ACS, combine: 13
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, Tarantula, Nopol, combine: 14
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, Tarantula, SimFix, combine: 15
0 qid:50037 1:0 2:0 3:0 4:1 5:0.0 #lang-37, Tarantula, TBar, combine: 16
0 qid:50038 1:0 2:0 3:0 4:0 5:0.0 #lang-38, DStar, ACS, combine: 1
0 qid:50038 1:0 2:0 3:0 4:0 5:0.0 #lang-38, DStar, Nopol, combine: 2
0 qid:50038 1:0 2:0 3:0 4:0 5:0.0 #lang-38, DStar, SimFix, combine: 3
0 qid:50038 1:0 2:0 3:0 4:0 5:0.0 #lang-38, DStar, TBar, combine: 4
0 qid:50038 1:0 2:1 3:1 4:1 5:0.0 #lang-38, Jaccard, ACS, combine: 5
0 qid:50038 1:0 2:1 3:1 4:1 5:0.0 #lang-38, Jaccard, Nopol, combine: 6
0 qid:50038 1:0 2:1 3:1 4:1 5:0.0 #lang-38, Jaccard, SimFix, combine: 7
0 qid:50038 1:0 2:1 3:1 4:1 5:0.0 #lang-38, Jaccard, TBar, combine: 8
0 qid:50038 1:0 2:1 3:1 4:1 5:0.0 #lang-38, Ochiai, ACS, combine: 9
0 qid:50038 1:0 2:1 3:1 4:1 5:0.0 #lang-38, Ochiai, Nopol, combine: 10
0 qid:50038 1:0 2:1 3:1 4:1 5:0.0 #lang-38, Ochiai, SimFix, combine: 11
0 qid:50038 1:0 2:1 3:1 4:1 5:0.0 #lang-38, Ochiai, TBar, combine: 12
0 qid:50038 1:0 2:1 3:1 4:1 5:0.0 #lang-38, Tarantula, ACS, combine: 13
0 qid:50038 1:0 2:1 3:1 4:1 5:0.0 #lang-38, Tarantula, Nopol, combine: 14
0 qid:50038 1:0 2:1 3:1 4:1 5:0.0 #lang-38, Tarantula, SimFix, combine: 15
0 qid:50038 1:0 2:1 3:1 4:1 5:0.0 #lang-38, Tarantula, TBar, combine: 16
0 qid:50039 1:0 2:0 3:0 4:0 5:0.5 #lang-39, DStar, ACS, combine: 1
0 qid:50039 1:0 2:0 3:0 4:0 5:0.0 #lang-39, DStar, Nopol, combine: 2
0 qid:50039 1:0 2:0 3:0 4:0 5:0.5 #lang-39, DStar, SimFix, combine: 3
0 qid:50039 1:0 2:0 3:0 4:0 5:0.5 #lang-39, DStar, TBar, combine: 4
0 qid:50039 1:0 2:0 3:0 4:0 5:0.5 #lang-39, Jaccard, ACS, combine: 5
0 qid:50039 1:0 2:0 3:0 4:0 5:0.0 #lang-39, Jaccard, Nopol, combine: 6
0 qid:50039 1:0 2:0 3:0 4:0 5:0.5 #lang-39, Jaccard, SimFix, combine: 7
0 qid:50039 1:0 2:0 3:0 4:0 5:0.5 #lang-39, Jaccard, TBar, combine: 8
0 qid:50039 1:0 2:0 3:0 4:0 5:0.5 #lang-39, Ochiai, ACS, combine: 9
0 qid:50039 1:0 2:0 3:0 4:0 5:0.0 #lang-39, Ochiai, Nopol, combine: 10
0 qid:50039 1:0 2:0 3:0 4:0 5:0.5 #lang-39, Ochiai, SimFix, combine: 11
0 qid:50039 1:0 2:0 3:0 4:0 5:0.5 #lang-39, Ochiai, TBar, combine: 12
0 qid:50039 1:0 2:0 3:0 4:0 5:0.5 #lang-39, Tarantula, ACS, combine: 13
0 qid:50039 1:0 2:0 3:0 4:0 5:0.0 #lang-39, Tarantula, Nopol, combine: 14
0 qid:50039 1:0 2:0 3:0 4:0 5:0.5 #lang-39, Tarantula, SimFix, combine: 15
0 qid:50039 1:0 2:0 3:0 4:0 5:0.5 #lang-39, Tarantula, TBar, combine: 16
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, DStar, ACS, combine: 1
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, DStar, Nopol, combine: 2
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, DStar, SimFix, combine: 3
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, DStar, TBar, combine: 4
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, Jaccard, ACS, combine: 5
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, Jaccard, Nopol, combine: 6
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, Jaccard, SimFix, combine: 7
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, Jaccard, TBar, combine: 8
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, Ochiai, ACS, combine: 9
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, Ochiai, Nopol, combine: 10
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, Ochiai, SimFix, combine: 11
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, Ochiai, TBar, combine: 12
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, Tarantula, ACS, combine: 13
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, Tarantula, Nopol, combine: 14
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, Tarantula, SimFix, combine: 15
0 qid:50040 1:0 2:1 3:1 4:1 5:0.0 #lang-40, Tarantula, TBar, combine: 16
0 qid:50041 1:0 2:0 3:0 4:1 5:0.0 #lang-41, DStar, ACS, combine: 1
0 qid:50041 1:0 2:0 3:0 4:1 5:0.0 #lang-41, DStar, Nopol, combine: 2
1 qid:50041 1:0 2:0 3:0 4:1 5:1.0 #lang-41, DStar, SimFix, combine: 3
0 qid:50041 1:0 2:0 3:0 4:1 5:0.0 #lang-41, DStar, TBar, combine: 4
0 qid:50041 1:0 2:0 3:0 4:1 5:0.0 #lang-41, Jaccard, ACS, combine: 5
0 qid:50041 1:0 2:0 3:0 4:1 5:0.0 #lang-41, Jaccard, Nopol, combine: 6
1 qid:50041 1:0 2:0 3:0 4:1 5:1.0 #lang-41, Jaccard, SimFix, combine: 7
0 qid:50041 1:0 2:0 3:0 4:1 5:0.0 #lang-41, Jaccard, TBar, combine: 8
0 qid:50041 1:0 2:0 3:0 4:1 5:0.0 #lang-41, Ochiai, ACS, combine: 9
0 qid:50041 1:0 2:0 3:0 4:1 5:0.0 #lang-41, Ochiai, Nopol, combine: 10
1 qid:50041 1:0 2:0 3:0 4:1 5:1.0 #lang-41, Ochiai, SimFix, combine: 11
0 qid:50041 1:0 2:0 3:0 4:1 5:0.0 #lang-41, Ochiai, TBar, combine: 12
0 qid:50041 1:0 2:0 3:0 4:1 5:0.0 #lang-41, Tarantula, ACS, combine: 13
0 qid:50041 1:0 2:0 3:0 4:1 5:0.0 #lang-41, Tarantula, Nopol, combine: 14
1 qid:50041 1:0 2:0 3:0 4:1 5:1.0 #lang-41, Tarantula, SimFix, combine: 15
0 qid:50041 1:0 2:0 3:0 4:1 5:0.0 #lang-41, Tarantula, TBar, combine: 16
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, DStar, ACS, combine: 1
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, DStar, Nopol, combine: 2
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, DStar, SimFix, combine: 3
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, DStar, TBar, combine: 4
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, Jaccard, ACS, combine: 5
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, Jaccard, Nopol, combine: 6
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, Jaccard, SimFix, combine: 7
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, Jaccard, TBar, combine: 8
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, Ochiai, ACS, combine: 9
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, Ochiai, Nopol, combine: 10
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, Ochiai, SimFix, combine: 11
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, Ochiai, TBar, combine: 12
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, Tarantula, ACS, combine: 13
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, Tarantula, Nopol, combine: 14
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, Tarantula, SimFix, combine: 15
0 qid:50042 1:0 2:0 3:0 4:0 5:0.0 #lang-42, Tarantula, TBar, combine: 16
0 qid:50043 1:0 2:0 3:0 4:0 5:0.0 #lang-43, DStar, ACS, combine: 1
0 qid:50043 1:0 2:0 3:0 4:0 5:0.0 #lang-43, DStar, Nopol, combine: 2
1 qid:50043 1:0 2:0 3:0 4:0 5:1.0 #lang-43, DStar, SimFix, combine: 3
0 qid:50043 1:0 2:0 3:0 4:0 5:0.0 #lang-43, DStar, TBar, combine: 4
0 qid:50043 1:0 2:0 3:1 4:1 5:0.0 #lang-43, Jaccard, ACS, combine: 5
0 qid:50043 1:0 2:0 3:1 4:1 5:0.0 #lang-43, Jaccard, Nopol, combine: 6
1 qid:50043 1:0 2:0 3:1 4:1 5:1.0 #lang-43, Jaccard, SimFix, combine: 7
0 qid:50043 1:0 2:0 3:1 4:1 5:0.0 #lang-43, Jaccard, TBar, combine: 8
0 qid:50043 1:0 2:0 3:1 4:1 5:0.0 #lang-43, Ochiai, ACS, combine: 9
0 qid:50043 1:0 2:0 3:1 4:1 5:0.0 #lang-43, Ochiai, Nopol, combine: 10
1 qid:50043 1:0 2:0 3:1 4:1 5:1.0 #lang-43, Ochiai, SimFix, combine: 11
0 qid:50043 1:0 2:0 3:1 4:1 5:0.0 #lang-43, Ochiai, TBar, combine: 12
0 qid:50043 1:0 2:0 3:1 4:1 5:0.0 #lang-43, Tarantula, ACS, combine: 13
0 qid:50043 1:0 2:0 3:1 4:1 5:0.0 #lang-43, Tarantula, Nopol, combine: 14
1 qid:50043 1:0 2:0 3:1 4:1 5:1.0 #lang-43, Tarantula, SimFix, combine: 15
0 qid:50043 1:0 2:0 3:1 4:1 5:0.0 #lang-43, Tarantula, TBar, combine: 16
0 qid:50044 1:0 2:1 3:1 4:1 5:0.0 #lang-44, DStar, ACS, combine: 1
0 qid:50044 1:0 2:1 3:1 4:1 5:0.5 #lang-44, DStar, Nopol, combine: 2
0 qid:50044 1:0 2:1 3:1 4:1 5:0.5 #lang-44, DStar, SimFix, combine: 3
0 qid:50044 1:0 2:1 3:1 4:1 5:0.0 #lang-44, DStar, TBar, combine: 4
0 qid:50044 1:0 2:1 3:1 4:1 5:0.0 #lang-44, Jaccard, ACS, combine: 5
0 qid:50044 1:0 2:1 3:1 4:1 5:0.5 #lang-44, Jaccard, Nopol, combine: 6
0 qid:50044 1:0 2:1 3:1 4:1 5:0.5 #lang-44, Jaccard, SimFix, combine: 7
0 qid:50044 1:0 2:1 3:1 4:1 5:0.0 #lang-44, Jaccard, TBar, combine: 8
0 qid:50044 1:0 2:1 3:1 4:1 5:0.0 #lang-44, Ochiai, ACS, combine: 9
0 qid:50044 1:0 2:1 3:1 4:1 5:0.5 #lang-44, Ochiai, Nopol, combine: 10
0 qid:50044 1:0 2:1 3:1 4:1 5:0.5 #lang-44, Ochiai, SimFix, combine: 11
0 qid:50044 1:0 2:1 3:1 4:1 5:0.0 #lang-44, Ochiai, TBar, combine: 12
0 qid:50044 1:0 2:1 3:1 4:1 5:0.0 #lang-44, Tarantula, ACS, combine: 13
0 qid:50044 1:0 2:1 3:1 4:1 5:0.5 #lang-44, Tarantula, Nopol, combine: 14
0 qid:50044 1:0 2:1 3:1 4:1 5:0.5 #lang-44, Tarantula, SimFix, combine: 15
0 qid:50044 1:0 2:1 3:1 4:1 5:0.0 #lang-44, Tarantula, TBar, combine: 16
0 qid:50045 1:0 2:0 3:0 4:0 5:0.0 #lang-45, DStar, ACS, combine: 1
0 qid:50045 1:0 2:0 3:0 4:0 5:0.0 #lang-45, DStar, Nopol, combine: 2
0 qid:50045 1:0 2:0 3:0 4:0 5:0.5 #lang-45, DStar, SimFix, combine: 3
0 qid:50045 1:0 2:0 3:0 4:0 5:0.0 #lang-45, DStar, TBar, combine: 4
0 qid:50045 1:0 2:0 3:0 4:1 5:0.0 #lang-45, Jaccard, ACS, combine: 5
0 qid:50045 1:0 2:0 3:0 4:1 5:0.0 #lang-45, Jaccard, Nopol, combine: 6
0 qid:50045 1:0 2:0 3:0 4:1 5:0.5 #lang-45, Jaccard, SimFix, combine: 7
0 qid:50045 1:0 2:0 3:0 4:1 5:0.0 #lang-45, Jaccard, TBar, combine: 8
0 qid:50045 1:0 2:0 3:0 4:1 5:0.0 #lang-45, Ochiai, ACS, combine: 9
0 qid:50045 1:0 2:0 3:0 4:1 5:0.0 #lang-45, Ochiai, Nopol, combine: 10
0 qid:50045 1:0 2:0 3:0 4:1 5:0.5 #lang-45, Ochiai, SimFix, combine: 11
0 qid:50045 1:0 2:0 3:0 4:1 5:0.0 #lang-45, Ochiai, TBar, combine: 12
0 qid:50045 1:0 2:0 3:0 4:1 5:0.0 #lang-45, Tarantula, ACS, combine: 13
0 qid:50045 1:0 2:0 3:0 4:1 5:0.0 #lang-45, Tarantula, Nopol, combine: 14
0 qid:50045 1:0 2:0 3:0 4:1 5:0.5 #lang-45, Tarantula, SimFix, combine: 15
0 qid:50045 1:0 2:0 3:0 4:1 5:0.0 #lang-45, Tarantula, TBar, combine: 16
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, DStar, ACS, combine: 1
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, DStar, Nopol, combine: 2
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, DStar, SimFix, combine: 3
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, DStar, TBar, combine: 4
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, Jaccard, ACS, combine: 5
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, Jaccard, Nopol, combine: 6
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, Jaccard, SimFix, combine: 7
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, Jaccard, TBar, combine: 8
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, Ochiai, ACS, combine: 9
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, Ochiai, Nopol, combine: 10
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, Ochiai, SimFix, combine: 11
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, Ochiai, TBar, combine: 12
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, Tarantula, ACS, combine: 13
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, Tarantula, Nopol, combine: 14
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, Tarantula, SimFix, combine: 15
0 qid:50046 1:1 2:1 3:1 4:1 5:0.0 #lang-46, Tarantula, TBar, combine: 16
0 qid:50047 1:0 2:0 3:1 4:1 5:0.0 #lang-47, DStar, ACS, combine: 1
0 qid:50047 1:0 2:0 3:1 4:1 5:0.0 #lang-47, DStar, Nopol, combine: 2
0 qid:50047 1:0 2:0 3:1 4:1 5:0.0 #lang-47, DStar, SimFix, combine: 3
0 qid:50047 1:0 2:0 3:1 4:1 5:0.5 #lang-47, DStar, TBar, combine: 4
0 qid:50047 1:0 2:0 3:1 4:1 5:0.0 #lang-47, Jaccard, ACS, combine: 5
0 qid:50047 1:0 2:0 3:1 4:1 5:0.0 #lang-47, Jaccard, Nopol, combine: 6
0 qid:50047 1:0 2:0 3:1 4:1 5:0.0 #lang-47, Jaccard, SimFix, combine: 7
0 qid:50047 1:0 2:0 3:1 4:1 5:0.5 #lang-47, Jaccard, TBar, combine: 8
0 qid:50047 1:0 2:0 3:1 4:1 5:0.0 #lang-47, Ochiai, ACS, combine: 9
0 qid:50047 1:0 2:0 3:1 4:1 5:0.0 #lang-47, Ochiai, Nopol, combine: 10
0 qid:50047 1:0 2:0 3:1 4:1 5:0.0 #lang-47, Ochiai, SimFix, combine: 11
0 qid:50047 1:0 2:0 3:1 4:1 5:0.5 #lang-47, Ochiai, TBar, combine: 12
0 qid:50047 1:0 2:0 3:1 4:1 5:0.0 #lang-47, Tarantula, ACS, combine: 13
0 qid:50047 1:0 2:0 3:1 4:1 5:0.0 #lang-47, Tarantula, Nopol, combine: 14
0 qid:50047 1:0 2:0 3:1 4:1 5:0.0 #lang-47, Tarantula, SimFix, combine: 15
0 qid:50047 1:0 2:0 3:1 4:1 5:0.5 #lang-47, Tarantula, TBar, combine: 16
0 qid:50048 1:0 2:0 3:0 4:1 5:0.0 #lang-48, DStar, ACS, combine: 1
0 qid:50048 1:0 2:0 3:0 4:1 5:0.0 #lang-48, DStar, Nopol, combine: 2
0 qid:50048 1:0 2:0 3:0 4:1 5:0.0 #lang-48, DStar, SimFix, combine: 3
0 qid:50048 1:0 2:0 3:0 4:1 5:0.0 #lang-48, DStar, TBar, combine: 4
0 qid:50048 1:0 2:1 3:1 4:1 5:0.0 #lang-48, Jaccard, ACS, combine: 5
0 qid:50048 1:0 2:1 3:1 4:1 5:0.0 #lang-48, Jaccard, Nopol, combine: 6
0 qid:50048 1:0 2:1 3:1 4:1 5:0.0 #lang-48, Jaccard, SimFix, combine: 7
0 qid:50048 1:0 2:1 3:1 4:1 5:0.0 #lang-48, Jaccard, TBar, combine: 8
0 qid:50048 1:0 2:1 3:1 4:1 5:0.0 #lang-48, Ochiai, ACS, combine: 9
0 qid:50048 1:0 2:1 3:1 4:1 5:0.0 #lang-48, Ochiai, Nopol, combine: 10
0 qid:50048 1:0 2:1 3:1 4:1 5:0.0 #lang-48, Ochiai, SimFix, combine: 11
0 qid:50048 1:0 2:1 3:1 4:1 5:0.0 #lang-48, Ochiai, TBar, combine: 12
0 qid:50048 1:0 2:1 3:1 4:1 5:0.0 #lang-48, Tarantula, ACS, combine: 13
0 qid:50048 1:0 2:1 3:1 4:1 5:0.0 #lang-48, Tarantula, Nopol, combine: 14
0 qid:50048 1:0 2:1 3:1 4:1 5:0.0 #lang-48, Tarantula, SimFix, combine: 15
0 qid:50048 1:0 2:1 3:1 4:1 5:0.0 #lang-48, Tarantula, TBar, combine: 16
0 qid:50049 1:0 2:0 3:0 4:0 5:0.0 #lang-49, DStar, ACS, combine: 1
0 qid:50049 1:0 2:0 3:0 4:0 5:0.0 #lang-49, DStar, Nopol, combine: 2
0 qid:50049 1:0 2:0 3:0 4:0 5:0.0 #lang-49, DStar, SimFix, combine: 3
0 qid:50049 1:0 2:0 3:0 4:0 5:0.0 #lang-49, DStar, TBar, combine: 4
0 qid:50049 1:1 2:1 3:1 4:1 5:0.0 #lang-49, Jaccard, ACS, combine: 5
0 qid:50049 1:1 2:1 3:1 4:1 5:0.0 #lang-49, Jaccard, Nopol, combine: 6
0 qid:50049 1:1 2:1 3:1 4:1 5:0.0 #lang-49, Jaccard, SimFix, combine: 7
0 qid:50049 1:1 2:1 3:1 4:1 5:0.0 #lang-49, Jaccard, TBar, combine: 8
0 qid:50049 1:1 2:1 3:1 4:1 5:0.0 #lang-49, Ochiai, ACS, combine: 9
0 qid:50049 1:1 2:1 3:1 4:1 5:0.0 #lang-49, Ochiai, Nopol, combine: 10
0 qid:50049 1:1 2:1 3:1 4:1 5:0.0 #lang-49, Ochiai, SimFix, combine: 11
0 qid:50049 1:1 2:1 3:1 4:1 5:0.0 #lang-49, Ochiai, TBar, combine: 12
0 qid:50049 1:1 2:1 3:1 4:1 5:0.0 #lang-49, Tarantula, ACS, combine: 13
0 qid:50049 1:1 2:1 3:1 4:1 5:0.0 #lang-49, Tarantula, Nopol, combine: 14
0 qid:50049 1:1 2:1 3:1 4:1 5:0.0 #lang-49, Tarantula, SimFix, combine: 15
0 qid:50049 1:1 2:1 3:1 4:1 5:0.0 #lang-49, Tarantula, TBar, combine: 16
0 qid:50050 1:0 2:0 3:0 4:0 5:0.0 #lang-50, DStar, ACS, combine: 1
0 qid:50050 1:0 2:0 3:0 4:0 5:0.0 #lang-50, DStar, Nopol, combine: 2
0 qid:50050 1:0 2:0 3:0 4:0 5:0.5 #lang-50, DStar, SimFix, combine: 3
0 qid:50050 1:0 2:0 3:0 4:0 5:0.0 #lang-50, DStar, TBar, combine: 4
0 qid:50050 1:0 2:0 3:0 4:1 5:0.0 #lang-50, Jaccard, ACS, combine: 5
0 qid:50050 1:0 2:0 3:0 4:1 5:0.0 #lang-50, Jaccard, Nopol, combine: 6
0 qid:50050 1:0 2:0 3:0 4:1 5:0.5 #lang-50, Jaccard, SimFix, combine: 7
0 qid:50050 1:0 2:0 3:0 4:1 5:0.0 #lang-50, Jaccard, TBar, combine: 8
0 qid:50050 1:0 2:0 3:0 4:1 5:0.0 #lang-50, Ochiai, ACS, combine: 9
0 qid:50050 1:0 2:0 3:0 4:1 5:0.0 #lang-50, Ochiai, Nopol, combine: 10
0 qid:50050 1:0 2:0 3:0 4:1 5:0.5 #lang-50, Ochiai, SimFix, combine: 11
0 qid:50050 1:0 2:0 3:0 4:1 5:0.0 #lang-50, Ochiai, TBar, combine: 12
0 qid:50050 1:0 2:1 3:1 4:1 5:0.0 #lang-50, Tarantula, ACS, combine: 13
0 qid:50050 1:0 2:1 3:1 4:1 5:0.0 #lang-50, Tarantula, Nopol, combine: 14
0 qid:50050 1:0 2:1 3:1 4:1 5:0.5 #lang-50, Tarantula, SimFix, combine: 15
0 qid:50050 1:0 2:1 3:1 4:1 5:0.0 #lang-50, Tarantula, TBar, combine: 16
0 qid:50051 1:0 2:0 3:0 4:0 5:0.0 #lang-51, DStar, ACS, combine: 1
1 qid:50051 1:0 2:0 3:0 4:0 5:1.0 #lang-51, DStar, Nopol, combine: 2
0 qid:50051 1:0 2:0 3:0 4:0 5:0.0 #lang-51, DStar, SimFix, combine: 3
1 qid:50051 1:0 2:0 3:0 4:0 5:1.0 #lang-51, DStar, TBar, combine: 4
